ID	adj.P.Val	P.Value	Gene.symbol	Gene.title	Gene.ID
7980861	0.77126904	3.76e-01	CATSPERB	cation channel sperm associated auxiliary subunit beta	79820
8158961	0.77127603	3.76e-01	GTF3C5	general transcription factor IIIC subunit 5	9328
7970655	0.77129377	3.76e-01	MTMR6	myotubularin related protein 6	9107
7893728	0.77129377	3.76e-01			
8167862	0.77129377	3.76e-01	PAGE2B	PAGE family member 2B	389860
8033385	0.77134736	3.76e-01	PEX11G	peroxisomal biogenesis factor 11 gamma	92960
7928126	0.77135308	3.76e-01	PALD1	phosphatase domain containing, paladin 1	27143
8151341	0.77135308	3.76e-01	TRPA1	transient receptor potential cation channel subfamily A member 1	8989
7980773	0.77135308	3.76e-01	CCDC88C	coiled-coil domain containing 88C	440193
8075162	0.77147377	3.76e-01			
8003145	0.77147739	3.76e-01	LOC654780	splicing factor proline/glutamine-rich	654780
7976669	0.77147739	3.76e-01	HHIPL1	HHIP like 1	84439
8110562	0.77147739	3.76e-01	MAML1///LTC4S	mastermind like transcriptional coactivator 1///leukotriene C4 synthase	9794///4056
7893514	0.77147739	3.76e-01			
8149857	0.77147739	3.76e-01	KCTD9	potassium channel tetramerization domain containing 9	54793
7897280	0.77147739	3.76e-01	HES3	hes family bHLH transcription factor 3	390992
7935639	0.77147739	3.76e-01	SLC25A28	solute carrier family 25 member 28	81894
8151369	0.77147739	3.76e-01	SBSPON	somatomedin B and thrombospondin type 1 domain containing	157869
7898809	0.77147739	3.77e-01	EPHB2	EPH receptor B2	2048
7922846	0.77147739	3.77e-01	FAM129A	family with sequence similarity 129 member A	116496
7943413	0.77147739	3.77e-01	BIRC3	baculoviral IAP repeat containing 3	330
7918951	0.77147739	3.77e-01			
8098848	0.77147739	3.77e-01	SLC26A1	solute carrier family 26 member 1	10861
8076382	0.77147739	3.77e-01			
8052018	0.77147739	3.77e-01	KCNK12	potassium two pore domain channel subfamily K member 12	56660
7901212	0.77147739	3.77e-01	UQCRH	ubiquinol-cytochrome c reductase hinge protein	7388
7906305	0.77147739	3.77e-01			
8157761	0.77147739	3.77e-01	NEK6	NIMA related kinase 6	10783
8165723	0.77147739	3.77e-01	SHOX	short stature homeobox	6473
8176297	0.77147739	3.77e-01	SHOX	short stature homeobox	6473
7996377	0.77147739	3.77e-01	CES4A	carboxylesterase 4A	283848
8034892	0.77147739	3.77e-01	OR7A5	olfactory receptor family 7 subfamily A member 5	26659
7896165	0.77147739	3.77e-01			
8129924	0.77147739	3.77e-01	TXLNB	taxilin beta	167838
8120350	0.77147739	3.77e-01	GFRAL	GDNF family receptor alpha like	389400
7918151	0.77150531	3.77e-01			
7939581	0.77175665	3.77e-01	LOC399886	uncharacterized LOC399886	399886
7971163	0.77185244	3.77e-01			
8097792	0.77185244	3.77e-01	SNORD73A///RPS3A	small nucleolar RNA, C/D box 73A///ribosomal protein S3A	8944///6189
8020491	0.77185244	3.77e-01			
8170179	0.77185244	3.77e-01	VGLL1	vestigial like family member 1	51442
7893210	0.77185244	3.77e-01			
7892875	0.77185785	3.77e-01			
8039947	0.77185785	3.77e-01	SRSF10	serine and arginine rich splicing factor 10	10772
7982052	0.77185785	3.77e-01	SNORD115-23///PWAR4	small nucleolar RNA, C/D box 115-23///Prader Willi/Angelman region RNA 4	100033800///347745
8139727	0.77190593	3.77e-01	SEPT14	septin 14	346288
8110865	0.77190593	3.77e-01	IRX4	iroquois homeobox 4	50805
8024347	0.77190593	3.77e-01	ADAT3///SCAMP4	adenosine deaminase, tRNA specific 3///secretory carrier membrane protein 4	113179///113178
8155388	0.77198875	3.77e-01	FAM74A6///FAM74A4///FAM74A1	family with sequence similarity 74 member A6///family with sequence similarity 74 member A4///family with sequence similarity 74 member A1	653123///401508///401507
8056877	0.77200695	3.77e-01	CHRNA1	cholinergic receptor nicotinic alpha 1 subunit	1134
8158081	0.77203487	3.77e-01	CFAP157	cilia and flagella associated protein 157	286207
8135224	0.77203487	3.77e-01	NFE4	nuclear factor, erythroid 4	58160
8068363	0.77203487	3.77e-01	LINC00310	long intergenic non-protein coding RNA 310	114036
7998931	0.77203487	3.77e-01	ZNF200	zinc finger protein 200	7752
7895155	0.77203487	3.77e-01			
8075130	0.77241238	3.78e-01	PITPNB	phosphatidylinositol transfer protein beta	23760
8085954	0.77241238	3.78e-01	AZI2	5-azacytidine induced 2	64343
7901744	0.77241238	3.78e-01			
8132803	0.77241238	3.78e-01	CDC14C	cell division cycle 14C, pseuodgene	168448
7963826	0.77241238	3.78e-01	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A	5502
7896412	0.77242921	3.78e-01			
8082380	0.77248036	3.78e-01	ABTB1	ankyrin repeat and BTB domain containing 1	80325
8034512	0.77250223	3.78e-01	SNORD41	small nucleolar RNA, C/D box 41	26810
8060094	0.77260229	3.78e-01	OTOS	otospiralin	150677
7893051	0.77260229	3.78e-01			
7901340	0.77260229	3.78e-01			
7949227	0.77260229	3.78e-01	CDC42BPG	CDC42 binding protein kinase gamma	55561
8095260	0.77263433	3.78e-01			
7930680	0.77263433	3.78e-01			
7895919	0.77263433	3.78e-01			
8041540	0.77263433	3.78e-01			
8177901	0.77263433	3.78e-01	VARS2	valyl-tRNA synthetase 2, mitochondrial	57176
8152506	0.77277912	3.78e-01	SAMD12	sterile alpha motif domain containing 12	401474
8129953	0.77277912	3.78e-01	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2	3097
7916393	0.77277912	3.78e-01	CYB5RL	cytochrome b5 reductase like	606495
8174670	0.77277912	3.78e-01	KIAA1210	KIAA1210	57481
7970947	0.77277912	3.78e-01			
7893923	0.77277912	3.78e-01			
7926084	0.77277912	3.78e-01	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	509
7965510	0.77284566	3.78e-01	TMCC3	transmembrane and coiled-coil domain family 3	57458
7896512	0.77284566	3.78e-01			
7943882	0.77286908	3.79e-01	PTS	6-pyruvoyltetrahydropterin synthase	5805
7916526	0.77289363	3.79e-01	C8B	complement component 8, beta polypeptide	732
7958884	0.77301328	3.79e-01	OAS1	2'-5'-oligoadenylate synthetase 1	4938
8037742	0.77312298	3.79e-01	PGLYRP1	peptidoglycan recognition protein 1	8993
7997863	0.77325483	3.79e-01	ACSF3	acyl-CoA synthetase family member 3	197322
8048317	0.77325483	3.79e-01	MIR26B	microRNA 26b	407017
7920984	0.77325483	3.79e-01	CCT3	chaperonin containing TCP1 subunit 3	7203
8162472	0.77325483	3.79e-01	BARX1	BARX homeobox 1	56033
7923905	0.77325483	3.79e-01			
8061165	0.77325483	3.79e-01			
8173890	0.77325483	3.79e-01			
8038299	0.77325483	3.79e-01	CGB2///CGB1///CGB8///CGB7///CGB5///LHB///CGB3///CGB7	chorionic gonadotropin beta subunit 2///chorionic gonadotropin beta subunit 1///chorionic gonadotropin beta subunit 8///chorionic gonadotropin beta subunit 7///chorionic gonadotropin beta subunit 5///luteinizing hormone beta polypeptide///chorionic gonadotropin beta subunit 3///chorionic gonadotropin beta subunit 7	114336///114335///94115///94027///93659///3972///1082///94027
7963046	0.77325483	3.79e-01	TUBA1B	tubulin alpha 1b	10376
7989013	0.77325483	3.79e-01	RSL24D1	ribosomal L24 domain containing 1	51187
7995242	0.77325483	3.79e-01	CLUHP3	clustered mitochondria homolog pseudogene 3	100132341
8033392	0.77325483	3.79e-01	XAB2	XPA binding protein 2	56949
8155699	0.77325483	3.79e-01	FXN	frataxin	2395
7948085	0.77325483	3.79e-01	TYR	tyrosinase	7299
8161166	0.77325483	3.79e-01	OR2S2	olfactory receptor family 2 subfamily S member 2 (gene/pseudogene)	56656
8163882	0.77325483	3.79e-01	RAB14	RAB14, member RAS oncogene family	51552
7894968	0.77325483	3.79e-01			
8059783	0.77325483	3.79e-01	NGEF	neuronal guanine nucleotide exchange factor	25791
7919243	0.77325483	3.79e-01	CD160	CD160 molecule	11126
7964145	0.77325483	3.80e-01	TIMELESS	timeless circadian clock	8914
7972735	0.77325483	3.80e-01			
7897663	0.77325483	3.80e-01	TARDBP	TAR DNA binding protein	23435
7904252	0.77325483	3.80e-01			
8169263	0.77325483	3.80e-01	VSIG1	V-set and immunoglobulin domain containing 1	340547
8110674	0.77325483	3.80e-01			
8171248	0.77325483	3.80e-01	ANOS1	anosmin 1	3730
8106176	0.77325483	3.80e-01	TMEM174	transmembrane protein 174	134288
8086216	0.77325483	3.80e-01			
8112285	0.77325483	3.80e-01	ERCC8	ERCC excision repair 8, CSA ubiquitin ligase complex subunit	1161
7950626	0.77325483	3.80e-01	RPS20P27	ribosomal protein S20 pseudogene 27	729927
8118818	0.77325483	3.80e-01			
8019170	0.77325483	3.80e-01	LINC00482	long intergenic non-protein coding RNA 482	284185
7901557	0.77325483	3.80e-01	DMRTB1	DMRT like family B with proline rich C-terminal 1	63948
7985562	0.77325483	3.80e-01	LOC102724093///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	golgin subfamily A member 6-like protein 4///golgin A6 family-like 10///golgin A6 family-like 4///golgin A6 family-like 17, pseudogene///golgin A6 family-like 9///golgin A6 family-like 5, pseudogene	102724093///647042///643707///642402///440295///374650
7915404	0.77325483	3.80e-01	GUCA2A	guanylate cyclase activator 2A	2980
7893231	0.77325483	3.80e-01			
7913593	0.77325483	3.80e-01	TCEA3	transcription elongation factor A3	6920
7950336	0.77325483	3.80e-01	C2CD3	C2 calcium dependent domain containing 3	26005
7895263	0.77325483	3.80e-01			
7982040	0.77325483	3.80e-01	SNORD115-43///SNORD115-39///SNORD115-36///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-12///SNORD115-11///SNORD115-9///SNORD115-7///SNORD115-5///SNORD115-3///SNRPN	small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-3///small nuclear ribonucleoprotein polypeptide N	100033817///100033813///100033810///100033803///100033802///100033801///100033799///100033460///100033458///100033456///100033455///100033449///100033448///100033446///100033444///100033442///100033440///6638
7982042	0.77325483	3.80e-01	SNORD115-43///SNORD115-39///SNORD115-36///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-12///SNORD115-11///SNORD115-9///SNORD115-7///SNORD115-5///SNORD115-3///SNRPN	small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-3///small nuclear ribonucleoprotein polypeptide N	100033817///100033813///100033810///100033803///100033802///100033801///100033799///100033460///100033458///100033456///100033455///100033449///100033448///100033446///100033444///100033442///100033440///6638
7982044	0.77325483	3.80e-01	SNORD115-43///SNORD115-39///SNORD115-36///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-12///SNORD115-11///SNORD115-9///SNORD115-7///SNORD115-5///SNORD115-3///SNRPN	small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-3///small nuclear ribonucleoprotein polypeptide N	100033817///100033813///100033810///100033803///100033802///100033801///100033799///100033460///100033458///100033456///100033455///100033449///100033448///100033446///100033444///100033442///100033440///6638
7895071	0.77325483	3.80e-01			
7931822	0.77325483	3.80e-01	LOC100128356	protein transactivated by hepatitis B virus E antigen	100128356
7928746	0.77325483	3.80e-01			
7963664	0.77325483	3.80e-01	SP7	Sp7 transcription factor	121340
8162254	0.77325483	3.80e-01	DIRAS2	DIRAS family GTPase 2	54769
7998119	0.77325483	3.80e-01	LOC100288778///WASH1///WASH7P///WASH2P///WASH3P	WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///WAS protein family homolog 7 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene	100288778///100287171///653635///375260///374666
7939383	0.77325483	3.80e-01	PRR5L	proline rich 5 like	79899
8085608	0.77325483	3.80e-01	HACL1	2-hydroxyacyl-CoA lyase 1	26061
8162929	0.77325483	3.80e-01	OR13C4	olfactory receptor family 13 subfamily C member 4	138804
8097910	0.77325483	3.80e-01	FGB	fibrinogen beta chain	2244
8156098	0.77325483	3.80e-01	SPATA31D1///SPATA31D3///SPATA31D4///SPATA31D5P	SPATA31 subfamily D member 1///SPATA31 subfamily D member 3///SPATA31 subfamily D member 4///SPATA31 subfamily D member 5, pseudogene	389763///389762///389761///347127
7946334	0.77325483	3.80e-01	NLRP10	NLR family pyrin domain containing 10	338322
8100941	0.77325483	3.80e-01			
7965484	0.77325483	3.80e-01			
8124684	0.77325483	3.80e-01	ZFP57	ZFP57 zinc finger protein	346171
8095488	0.77325483	3.80e-01	SMR3A	submaxillary gland androgen regulated protein 3A	26952
8140433	0.77325483	3.80e-01	POM121C///POMZP3///POM121///ZP3	POM121 transmembrane nucleoporin C///POM121 and ZP3 fusion///POM121 transmembrane nucleoporin///zona pellucida glycoprotein 3 (sperm receptor)	100101267///22932///9883///7784
7959014	0.77325483	3.80e-01			
7895928	0.77325483	3.80e-01			
7973032	0.77325483	3.80e-01			
8013529	0.77325483	3.80e-01			
8045146	0.77325483	3.80e-01	MZT2B	mitotic spindle organizing protein 2B	80097
8031913	0.77325483	3.80e-01	TRIM28	tripartite motif containing 28	10155
7910054	0.77325483	3.80e-01	DNAH14	dynein axonemal heavy chain 14	127602
8146427	0.77325483	3.80e-01			
8005510	0.77325483	3.80e-01			
8013292	0.77325483	3.80e-01			
8158637	0.77325483	3.80e-01	HMCN2	hemicentin 2	256158
8118498	0.77325483	3.80e-01	CYP21A1P///CYP21A2	cytochrome P450 family 21 subfamily A member 1, pseudogene///cytochrome P450 family 21 subfamily A member 2	1590///1589
7893814	0.77325483	3.80e-01			
8033151	0.77325483	3.80e-01	ACER1	alkaline ceramidase 1	125981
7928058	0.77325483	3.81e-01			
8142770	0.77325483	3.81e-01	MGC27345	uncharacterized protein MGC27345	157247
8019507	0.77325483	3.81e-01	C17orf62	chromosome 17 open reading frame 62	79415
7950796	0.77340534	3.81e-01	CREBZF	CREB/ATF bZIP transcription factor	58487
8069943	0.7734634	3.81e-01	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	9875
8103975	0.7734634	3.81e-01	SLED1	proteoglycan 3 pseudogene	643036
7996647	0.77349334	3.81e-01	PARD6A	par-6 family cell polarity regulator alpha	50855
7893507	0.77390669	3.81e-01			
7940441	0.77390669	3.81e-01	PGA4///PGA3///PGA5	pepsinogen 4, group I (pepsinogen A)///pepsinogen 3, group I (pepsinogen A)///pepsinogen 5, group I (pepsinogen A)	643847///643834///5222
8180313	0.77390669	3.81e-01	KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3	27094
7990361	0.77395527	3.81e-01	UBL7	ubiquitin like 7	84993
7954036	0.77395527	3.81e-01	APOLD1///DDX47	apolipoprotein L domain containing 1///DEAD-box helicase 47	81575///51202
8131000	0.77395527	3.81e-01	DNAAF5	dynein axonemal assembly factor 5	54919
7957140	0.77395527	3.81e-01	LGR5	leucine rich repeat containing G protein-coupled receptor 5	8549
7898413	0.77395527	3.81e-01	PADI1	peptidyl arginine deiminase 1	29943
8042825	0.77395527	3.81e-01			
8141169	0.77395527	3.81e-01	MGC72080	MGC72080 pseudogene	389538
8116848	0.77395527	3.81e-01	PAK1IP1	PAK1 interacting protein 1	55003
7893998	0.77395527	3.81e-01			
7910494	0.77395527	3.81e-01	ARV1///ARV1	ARV1 homolog, fatty acid homeostasis modulator///ARV1 homolog, fatty acid homeostasis modulator	64801///64801
8167871	0.77395527	3.81e-01			
8120165	0.77399324	3.81e-01	CENPQ	centromere protein Q	55166
7965573	0.77399324	3.81e-01	NTN4	netrin 4	59277
7893219	0.77399324	3.81e-01			
7991034	0.77408206	3.82e-01	HOMER2	homer scaffolding protein 2	9455
8081212	0.77408206	3.82e-01	OR5K2	olfactory receptor family 5 subfamily K member 2	402135
7906372	0.77408206	3.82e-01	OR10Z1	olfactory receptor family 10 subfamily Z member 1	128368
8029937	0.77408206	3.82e-01			
7999079	0.77408206	3.82e-01	ADCY9	adenylate cyclase 9	115
8086530	0.77408206	3.82e-01	TMEM158	transmembrane protein 158 (gene/pseudogene)	25907
7946121	0.77423787	3.82e-01			
8062326	0.77423787	3.82e-01	TGIF2-C20orf24///C20orf24	TGIF2-C20orf24 readthrough///chromosome 20 open reading frame 24	100527943///55969
8027778	0.77423787	3.82e-01	FXYD5	FXYD domain containing ion transport regulator 5	53827
7965429	0.77423787	3.82e-01			
7928216	0.77423787	3.82e-01			
8007750	0.77423787	3.82e-01	HEXIM2	hexamethylene bisacetamide inducible 2	124790
8066029	0.77423787	3.82e-01			
8043743	0.77423787	3.82e-01			
8167912	0.77423787	3.82e-01	KLF8	Kruppel like factor 8	11279
7980889	0.77423787	3.82e-01			
7946860	0.77423895	3.82e-01	ABCC8	ATP binding cassette subfamily C member 8	6833
7892960	0.77426727	3.82e-01			
7900635	0.77428824	3.82e-01	FAM183A	family with sequence similarity 183 member A	440585
8166278	0.7743609	3.82e-01	SCML1	sex comb on midleg-like 1 (Drosophila)	6322
8027805	0.77438388	3.82e-01	USF2	upstream transcription factor 2, c-fos interacting	7392
8059565	0.77457687	3.82e-01	PID1	phosphotyrosine interaction domain containing 1	55022
8125436	0.77457687	3.82e-01	HLA-DRB5	major histocompatibility complex, class II, DR beta 5	3127
8093685	0.77460045	3.82e-01	HTT	huntingtin	3064
8010499	0.77461344	3.82e-01	ENDOV	endonuclease V	284131
7922689	0.77461928	3.82e-01	GLUL	glutamate-ammonia ligase	2752
8144600	0.77461928	3.82e-01	SLC35G5	solute carrier family 35 member G5	83650
7892807	0.77463555	3.82e-01			
8164627	0.77463555	3.82e-01	LOC401554	uncharacterized LOC401554	401554
8049166	0.77463555	3.82e-01	CHRNG	cholinergic receptor nicotinic gamma subunit	1146
7984380	0.77463555	3.83e-01	IQCH	IQ motif containing H	64799
7998929	0.77463555	3.83e-01			
7944023	0.77463555	3.83e-01	NXPE2	neurexophilin and PC-esterase domain family member 2	120406
