"biotid","substrate_name","substrate_cid","substrate_inchikey","substrate_inchi","enzyme","reaction_type","biotransformation_type","biosystem","prod_name","prod_cid","prod_inchikey","prod_inchi","reference"
"BIOTID00860","retinol","445354","FPIPGXGPPPQFEQ-OVSJKPMPSA-N","InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+","CYP1A1; CYP1A2; CYP3A4; CYP1B1","Oxidation of primary alcohol to aldehyde","Human Phase I","Human","All-trans-retinal","638015","NCYCYZXNIZJOKI-OVSJKPMPSA-N","InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3/b9-6+,12-11+,16-8+,17-13+","Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423"
"BIOTID00861","retinol","445354","FPIPGXGPPPQFEQ-OVSJKPMPSA-N","InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+","CYP2C8","Aliphatic Hydroxylation","Human Phase I","Human","4-Hydroxyretinol","6080476","IOELQUUUYMBPSA-RMWYGNQTSA-N","InChI=1S/C20H30O2/c1-15(7-6-8-16(2)12-14-21)9-10-18-17(3)19(22)11-13-20(18,4)5/h6-10,12,19,21-22H,11,13-14H2,1-5H3/b8-6+,10-9+,15-7+,16-12+","PMID:2916844;PMID:10681376"
"BIOTID00862","retinol","445354","FPIPGXGPPPQFEQ-OVSJKPMPSA-N","InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+","CYP1A1;CYP2C8; CYP2C9; CYP2C19;CYP2D6;CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","Retinal","638015","NCYCYZXNIZJOKI-OVSJKPMPSA-N","InChI=1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3/b9-6+,12-11+,16-8+,17-13+","PMID:2916844;PMID:10681376"
"BIOTID00863","riddelliine","5281744","SVCNNZDUGWLODJ-RAYFHMIRSA-N","InChI=1S/C18H23NO6/c1-3-12-8-11(2)18(23,10-20)17(22)24-9-13-4-6-19-7-5-14(15(13)19)25-16(12)21/h3-4,14-15,20,23H,2,5-10H2,1H3/b12-3-/t14-,15-,18-/m1/s1","CYP3A4","N-Oxidation","Human Phase I","Human","riddelliine N-Oxide","NULL","NPENPMDVCQGSSO-BASWHVEKSA-N","InChI=1S/C18H23NO7/c1-3-12-8-11(2)18(23,10-20)17(22)25-9-13-4-6-19(24)7-5-14(15(13)19)26-16(12)21/h3-4,14-15,20,23H,2,5-10H2,1H3/b12-3-","PMID:12693032"
"BIOTID00864","riddelliine","5281744","SVCNNZDUGWLODJ-RAYFHMIRSA-N","InChI=1S/C18H23NO6/c1-3-12-8-11(2)18(23,10-20)17(22)24-9-13-4-6-19-7-5-14(15(13)19)25-16(12)21/h3-4,14-15,20,23H,2,5-10H2,1H3/b12-3-/t14-,15-,18-/m1/s1","CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","NULL","NULL","DXKDPBHFDYKQEW-BASWHVEKSA-N","InChI=1S/C18H23NO7/c1-3-12-8-11(2)17(23,10-20)16(22)25-9-13-4-6-19-7-5-14(18(13,19)24)26-15(12)21/h3-4,14,20,23-24H,2,5-10H2,1H3/b12-3-","PMID:12693032"
"BIOTID00865","riddelliine","5281744","SVCNNZDUGWLODJ-RAYFHMIRSA-N","InChI=1S/C18H23NO6/c1-3-12-8-11(2)18(23,10-20)17(22)24-9-13-4-6-19-7-5-14(15(13)19)25-16(12)21/h3-4,14-15,20,23H,2,5-10H2,1H3/b12-3-/t14-,15-,18-/m1/s1","CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","NULL","NULL","QYQIWFZWIVRCDH-JYOAFUTRSA-N","InChI=1S/C18H23NO7/c1-3-11-6-10(2)18(24,9-20)17(23)25-8-12-7-14(21)19-5-4-13(15(12)19)26-16(11)22/h3,7,13-15,20-21,24H,2,4-6,8-9H2,1H3/b11-3-","PMID:12693032"
"BIOTID00866","rifabutin","NULL","CNAZMMBRYQFSBI-AEXANHCBSA-N","InChI=1S/C47H63N3O11/c1-23(2)22-50-18-16-47(17-19-50)48-37-31-21-32(52)24(3)13-12-14-25(4)39(53)27(6)40(54)28(7)43(60-30(9)51)26(5)33(58-11)15-20-59-46(10)45(57)36-34(38(37)49-47)35(42(31)56)41(55)29(8)44(36)61-46/h12-15,20,23,25-28,33,39-40,43,48,53-55H,16-19,21-22H2,1-11H3/b14-12+,20-15-,24-13-/t25-,26-,27-,28-,33-,39+,40+,43+,46-/m0/s1","CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","NULL","NULL","KUKGSXLXNCJNIP-FGGLYSIISA-N","InChI=1S/C47H63N3O12/c1-23(2)22-50-18-16-47(17-19-50)48-36-30-21-31(52)24(3)13-12-15-45(9,58)43(56)28(7)38(53)26(5)41(61-29(8)51)25(4)32(59-11)14-20-60-46(10)44(57)35-33(37(36)49-47)34(40(30)55)39(54)27(6)42(35)62-46/h12-15,20,23,25-26,28,32,38,41,43,48,53-54,56,58H,16-19,21-22H2,1-11H3/b15-12?,20-14-,24-13+","PMID:9164417"
"BIOTID00867","rifabutin","NULL","CNAZMMBRYQFSBI-AEXANHCBSA-N","InChI=1S/C47H63N3O11/c1-23(2)22-50-18-16-47(17-19-50)48-37-31-21-32(52)24(3)13-12-14-25(4)39(53)27(6)40(54)28(7)43(60-30(9)51)26(5)33(58-11)15-20-59-46(10)45(57)36-34(38(37)49-47)35(42(31)56)41(55)29(8)44(36)61-46/h12-15,20,23,25-28,33,39-40,43,48,53-55H,16-19,21-22H2,1-11H3/b14-12+,20-15-,24-13-/t25-,26-,27-,28-,33-,39+,40+,43+,46-/m0/s1","CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","NULL","NULL","JPVHOBCIXKVRMK-ZCFOXJOFSA-N","InChI=1S/C47H63N3O12/c1-23(2)21-50-17-15-47(16-18-50)48-37-31-20-32(53)24(3)12-11-13-30(22-51)40(55)26(5)39(54)27(6)43(61-29(8)52)25(4)33(59-10)14-19-60-46(9)45(58)36-34(38(37)49-47)35(42(31)57)41(56)28(7)44(36)62-46/h11-14,19,23,25-27,30,33,39-40,43,48,51,54-56H,15-18,20-22H2,1-10H3/b13-11?,19-14-,24-12+","PMID:9164417"
"BIOTID00868","rifabutin","NULL","CNAZMMBRYQFSBI-AEXANHCBSA-N","InChI=1S/C47H63N3O11/c1-23(2)22-50-18-16-47(17-19-50)48-37-31-21-32(52)24(3)13-12-14-25(4)39(53)27(6)40(54)28(7)43(60-30(9)51)26(5)33(58-11)15-20-59-46(10)45(57)36-34(38(37)49-47)35(42(31)56)41(55)29(8)44(36)61-46/h12-15,20,23,25-28,33,39-40,43,48,53-55H,16-19,21-22H2,1-11H3/b14-12+,20-15-,24-13-/t25-,26-,27-,28-,33-,39+,40+,43+,46-/m0/s1","CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","NULL","NULL","VFTRXZUWLHALLQ-ZCFOXJOFSA-N","InChI=1S/C47H63N3O12/c1-23(2)21-50-17-15-47(16-18-50)48-37-30-20-32(53)24(3)12-11-13-25(4)39(54)31(22-51)40(55)27(6)43(61-29(8)52)26(5)33(59-10)14-19-60-46(9)45(58)36-34(38(37)49-47)35(42(30)57)41(56)28(7)44(36)62-46/h11-14,19,23,25-27,31,33,39-40,43,48,51,54-56H,15-18,20-22H2,1-10H3/b13-11?,19-14-,24-12+","PMID:9164417"
"BIOTID00869","rifabutin","NULL","CNAZMMBRYQFSBI-AEXANHCBSA-N","InChI=1S/C47H63N3O11/c1-23(2)22-50-18-16-47(17-19-50)48-37-31-21-32(52)24(3)13-12-14-25(4)39(53)27(6)40(54)28(7)43(60-30(9)51)26(5)33(58-11)15-20-59-46(10)45(57)36-34(38(37)49-47)35(42(31)56)41(55)29(8)44(36)61-46/h12-15,20,23,25-28,33,39-40,43,48,53-55H,16-19,21-22H2,1-11H3/b14-12+,20-15-,24-13-/t25-,26-,27-,28-,33-,39+,40+,43+,46-/m0/s1","CYP3A4","O-dementhylation","Human Phase I","Human","NULL","NULL","STVHLBMBJWXIRE-MDQZGSPOSA-N","InChI=1S/C46H61N3O11/c1-22(2)21-49-17-15-46(16-18-49)47-36-30-20-32(52)23(3)12-11-13-24(4)38(53)26(6)39(54)27(7)42(59-29(9)50)25(5)31(51)14-19-58-45(10)44(57)35-33(37(36)48-46)34(41(30)56)40(55)28(8)43(35)60-45/h11-14,19,22,24-27,31,38-39,42,47,51,53-55H,15-18,20-21H2,1-10H3/b13-11-,19-14?,23-12-","PMID:9164417"
"BIOTID00870","rifalazil","NULL","UEFHFKKWYKVLDC-GZBMFKKJSA-N","InChI=1S/C51H64N4O13/c1-24(2)23-54-16-18-55(19-17-54)32-21-33(57)39-35(22-32)67-48-40(52-39)36-37-44(60)30(8)47-38(36)49(62)51(10,68-47)65-20-15-34(64-11)27(5)46(66-31(9)56)29(7)43(59)28(6)42(58)25(3)13-12-14-26(4)50(63)53-41(48)45(37)61/h12-15,20-22,24-25,27-29,34,42-43,46,57-60H,16-19,23H2,1-11H3,(H,53,63)/b13-12+,20-15+,26-14-/t25-,27+,28+,29-,34-,42-,43-,46+,51-/m0/s1","CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","NULL","NULL","HOAQIWMJVFVCSC-XHYMALBCSA-N","InChI=1S/C51H64N4O14/c1-24(2)22-54-15-17-55(18-16-54)31-20-33(58)39-35(21-31)68-48-40(52-39)36-37-44(61)29(7)47-38(36)49(63)51(9,69-47)66-19-14-34(65-10)27(5)46(67-30(8)57)28(6)43(60)32(23-56)42(59)25(3)12-11-13-26(4)50(64)53-41(48)45(37)62/h11-14,19-21,24-25,27-28,32,34,42-43,46,56,58-61H,15-18,22-23H2,1-10H3,(H,53,64)/b12-11?,19-14-,26-13+","PMID:10923859"
"BIOTID00871","rifalazil","NULL","UEFHFKKWYKVLDC-GZBMFKKJSA-N","InChI=1S/C51H64N4O13/c1-24(2)23-54-16-18-55(19-17-54)32-21-33(57)39-35(22-32)67-48-40(52-39)36-37-44(60)30(8)47-38(36)49(62)51(10,68-47)65-20-15-34(64-11)27(5)46(66-31(9)56)29(7)43(59)28(6)42(58)25(3)13-12-14-26(4)50(63)53-41(48)45(37)61/h12-15,20-22,24-25,27-29,34,42-43,46,57-60H,16-19,23H2,1-11H3,(H,53,63)/b13-12+,20-15+,26-14-/t25-,27+,28+,29-,34-,42-,43-,46+,51-/m0/s1","CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","NULL","NULL","ZWKUNLRPXMGPQY-WLZSAQFMSA-N","InChI=1S/C51H64N4O14/c1-24(2)22-54-15-17-55(18-16-54)32-20-33(58)39-35(21-32)68-48-40(52-39)36-37-44(61)29(7)47-38(36)49(63)51(9,69-47)66-19-14-34(65-10)26(4)46(67-30(8)57)28(6)43(60)27(5)42(59)25(3)12-11-13-31(23-56)50(64)53-41(48)45(37)62/h11-14,19-21,24-28,34,42-43,46,56,58-61H,15-18,22-23H2,1-10H3,(H,53,64)/b12-11?,19-14-,31-13-","PMID:10923859"
"BIOTID00872","rifalazil","NULL","UEFHFKKWYKVLDC-GZBMFKKJSA-N","InChI=1S/C51H64N4O13/c1-24(2)23-54-16-18-55(19-17-54)32-21-33(57)39-35(22-32)67-48-40(52-39)36-37-44(60)30(8)47-38(36)49(62)51(10,68-47)65-20-15-34(64-11)27(5)46(66-31(9)56)29(7)43(59)28(6)42(58)25(3)13-12-14-26(4)50(63)53-41(48)45(37)61/h12-15,20-22,24-25,27-29,34,42-43,46,57-60H,16-19,23H2,1-11H3,(H,53,63)/b13-12+,20-15+,26-14-/t25-,27+,28+,29-,34-,42-,43-,46+,51-/m0/s1","CYP3A4","O-deacetylation","Human Phase I","Human","NULL","NULL","RWEULXPDQXZYGN-GULGPRAJSA-N","InChI=1S/C49H62N4O12/c1-23(2)22-52-15-17-53(18-16-52)30-20-31(54)37-33(21-30)64-46-38(50-37)34-35-43(58)29(8)45-36(34)47(60)49(9,65-45)63-19-14-32(62-10)26(5)41(56)28(7)42(57)27(6)40(55)24(3)12-11-13-25(4)48(61)51-39(46)44(35)59/h11-14,19-21,23-24,26-28,32,40-42,54-58H,15-18,22H2,1-10H3,(H,51,61)/b12-11?,19-14-,25-13+","PMID:10923859"
"BIOTID00873","riluzole","5070","FTALBRSUTCGOEG-UHFFFAOYSA-N","InChI=1S/C8H5F3N2OS/c9-8(10,11)14-4-1-2-5-6(3-4)15-7(12)13-5/h1-3H,(H2,12,13)","CYP1A1","Aromatic hydroxylation of fused benzene ring","Human Phase I","Human","4-OH-riluzole","85752610","GXFFABIWILZVMT-UHFFFAOYSA-N","InChI=1S/C8H5F3N2O2S/c9-8(10,11)15-3-1-4(14)6-5(2-3)16-7(12)13-6/h1-2,14H,(H2,12,13)","Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423"
"BIOTID00874","riluzole","5070","FTALBRSUTCGOEG-UHFFFAOYSA-N","InChI=1S/C8H5F3N2OS/c9-8(10,11)14-4-1-2-5-6(3-4)15-7(12)13-5/h1-3H,(H2,12,13)","CYP1A1","Aromatic hydroxylation of fused benzene ring","Human Phase I","Human","5-OH-riluzole","19063893","ABPVPMBDUVEIQV-UHFFFAOYSA-N","InChI=1S/C8H5F3N2O2S/c9-8(10,11)15-5-2-6-3(1-4(5)14)13-7(12)16-6/h1-2,14H,(H2,12,13)","Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754424"
"BIOTID00875","riluzole","5070","FTALBRSUTCGOEG-UHFFFAOYSA-N","InChI=1S/C8H5F3N2OS/c9-8(10,11)14-4-1-2-5-6(3-4)15-7(12)13-5/h1-3H,(H2,12,13)","CYP1A2; CYP1A1","Aromatic hydroxylation of fused benzene ring","Human Phase I","Human","7-OH-riluzole","85752611","ASRHRBKKDHQFAF-UHFFFAOYSA-N","InChI=1S/C8H5F3N2O2S/c9-8(10,11)15-4-2-1-3-6(5(4)14)16-7(12)13-3/h1-2,14H,(H2,12,13)","Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754425"
"BIOTID00876","riluzole","5070","FTALBRSUTCGOEG-UHFFFAOYSA-N","InChI=1S/C8H5F3N2OS/c9-8(10,11)14-4-1-2-5-6(3-4)15-7(12)13-5/h1-3H,(H2,12,13)","CYP1A1","N-hydroxylation of primary arylamine","Human Phase I","Human","N-OH-riluzole","9859774","MFGRTKLVQQZZIE-UHFFFAOYSA-N","InChI=1S/C8H5F3N2O2S/c9-8(10,11)15-4-1-2-5-6(3-4)16-7(12-5)13-14/h1-3,14H,(H,12,13)","Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754426"
"BIOTID00878","risperidone","5073","RAPZEAPATHNIPO-UHFFFAOYSA-N","InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3","CYP2D6;CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","NULL","475100","ABWPQNZPAOAQSG-UHFFFAOYSA-N","InChI=1S/C23H27FN4O3/c1-14-18(23(30)28-13-17(29)3-5-21(28)25-14)8-11-27-9-6-15(7-10-27)22-19-4-2-16(24)12-20(19)31-26-22/h2,4,12,15,17,29H,3,5-11,13H2,1H3","PMID:10482125"
"BIOTID00879","risperidone","5073","RAPZEAPATHNIPO-UHFFFAOYSA-N","InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3","CYP2D6","Aliphatic Hydroxylation","Human Phase I","Human","NULL","115237","PMXMIIMHBWHSKN-UHFFFAOYSA-N","InChI=1S/C23H27FN4O3/c1-14-17(23(30)28-9-2-3-19(29)22(28)25-14)8-12-27-10-6-15(7-11-27)21-18-5-4-16(24)13-20(18)31-26-21/h4-5,13,15,19,29H,2-3,6-12H2,1H3","PMID:10482125"
"BIOTID00880","risperidone","5073","RAPZEAPATHNIPO-UHFFFAOYSA-N","InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3","CYP2D6","N-Hydroxylation","Human Phase I","Human","NULL","NULL","OQVDRRZXNOKBIU-UHFFFAOYSA-N","InChI=1S/C24H30FN4O3/c1-15-4-3-10-28-23(15)26-16(2)19(24(28)30)9-13-27-11-7-17(8-12-27)22-20-6-5-18(25)14-21(20)32-29(22)31/h5-6,14-15,17,31H,3-4,7-13H2,1-2H3/q+1","PMID:10482125"
"BIOTID00881","risperidone","5073","RAPZEAPATHNIPO-UHFFFAOYSA-N","InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3","CYP3A4","N-Dealkylation","Human Phase I","Human","NULL","849421","MRMGJMGHPJZSAE-UHFFFAOYSA-N","InChI=1S/C12H13FN2O/c13-9-1-2-10-11(7-9)16-15-12(10)8-3-5-14-6-4-8/h1-2,7-8,14H,3-6H2","PMID:10482125"
"BIOTID00882","risperidone","5073","RAPZEAPATHNIPO-UHFFFAOYSA-N","InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3","CYP3A4","N-Dealkylation","Human Phase I","Human","NULL","NULL","RBTHKVQFHNZPHN-UHFFFAOYSA-N","InChI=1S/C12H18N2O/c1-4-10-9(3)13-11-8(2)6-5-7-14(11)12(10)15/h8H,4-7H2,1-3H3","PMID:10482125"
"BIOTID00883","ropinirole","5095","UHSKFQJFRQCDBE-UHFFFAOYSA-N","InChI=1S/C16H24N2O/c1-3-9-18(10-4-2)11-8-13-6-5-7-15-14(13)12-16(19)17-15/h5-7H,3-4,8-12H2,1-2H3,(H,17,19)","CYP1A2;CYP3A4","N-Despropylation","Human Phase I","Human","NULL","10398490","VKDWFHAQOZYATG-UHFFFAOYSA-N","InChI=1S/C13H18N2O/c1-2-7-14-8-6-10-4-3-5-12-11(10)9-13(16)15-12/h3-5,14H,2,6-9H2,1H3,(H,15,16)","PMID:9224778"
"BIOTID00884","ropinirole","5095","UHSKFQJFRQCDBE-UHFFFAOYSA-N","InChI=1S/C16H24N2O/c1-3-9-18(10-4-2)11-8-13-6-5-7-15-14(13)12-16(19)17-15/h5-7H,3-4,8-12H2,1-2H3,(H,17,19)","CYP1A2;CYP3A4","Aromatic Hydroxylation","Human Phase I","Human","NULL","133741","PVIICBUWKXYFAA-UHFFFAOYSA-N","InChI=1S/C16H24N2O2/c1-3-8-18(9-4-2)10-7-12-5-6-14(19)16-13(12)11-15(20)17-16/h5-6,19H,3-4,7-11H2,1-2H3,(H,17,20)","PMID:9224778"
"BIOTID00885","ropivacaine","175805","ZKMNUMMKYBVTFN-HNNXBMFYSA-N","InChI=1S/C17H26N2O/c1-4-11-19-12-6-5-10-15(19)17(20)18-16-13(2)8-7-9-14(16)3/h7-9,15H,4-6,10-12H2,1-3H3,(H,18,20)/t15-/m0/s1","CYP1A2","Hydroxylation of benzene on carbon ortho to an electron donating group","Human Phase I","Human","3-OH-ropivacaine","24892799","IXOVDWXTIIYVOJ-AWEZNQCLSA-N","InChI=1S/C17H26N2O2/c1-4-10-19-11-6-5-7-14(19)17(21)18-16-12(2)8-9-15(20)13(16)3/h8-9,14,20H,4-7,10-11H2,1-3H3,(H,18,21)/t14-/m0/s1","Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754426"
"BIOTID00886","ropivacaine","175805","ZKMNUMMKYBVTFN-HNNXBMFYSA-N","InChI=1S/C17H26N2O/c1-4-11-19-12-6-5-10-15(19)17(20)18-16-13(2)8-7-9-14(16)3/h7-9,15H,4-6,10-12H2,1-3H3,(H,18,20)/t15-/m0/s1","CYP3A4","N-dealkylation of alicyclic tertiary amine","Human Phase I","Human","PPX","10014180","SILRCGDPZGQJOQ-LBPRGKRZSA-N","InChI=1S/C14H20N2O/c1-10-6-5-7-11(2)13(10)16-14(17)12-8-3-4-9-15-12/h5-7,12,15H,3-4,8-9H2,1-2H3,(H,16,17)/t12-/m0/s1","Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754426"
"BIOTID00887","roxithromycin","NULL","RXZBMPWDPOLZGW-FZWLNVMRSA-N","InChI=1S/C41H76N2O15/c1-15-29-41(10,49)34(45)24(4)31(42-53-21-52-17-16-50-13)22(2)19-39(8,48)36(58-38-32(44)28(43(11)12)18-23(3)54-38)25(5)33(26(6)37(47)56-29)57-30-20-40(9,51-14)35(46)27(7)55-30/h22-30,32-36,38,44-46,48-49H,15-21H2,1-14H3/b42-31+/t22-,23-,24+,25-,26-,27-,28-,29-,30-,32-,33+,34+,35-,36-,38+,39-,40+,41-/m1/s1","CYP3A4","N-Dementhylation","Human Phase I","Human","NULL","NULL","HVLDACGFXJHOFG-OJZPPULMSA-N","InChI=1S/C40H74N2O15/c1-14-28-40(10,48)33(44)23(4)30(42-52-20-51-16-15-49-12)21(2)18-38(8,47)35(57-37-31(43)27(41-11)17-22(3)53-37)24(5)32(25(6)36(46)55-28)56-29-19-39(9,50-13)34(45)26(7)54-29/h21-29,31-35,37,41,43-45,47-48H,14-20H2,1-13H3/b42-30+","PMID:9806945"
"BIOTID00888","ruboxistaurin","153999","ZCBUQCWBWNUWSU-SFHVURJKSA-N","InChI=1S/C28H28N4O3/c1-30(2)15-18-11-12-31-16-21(19-7-3-5-9-23(19)31)25-26(28(34)29-27(25)33)22-17-32(13-14-35-18)24-10-6-4-8-20(22)24/h3-10,16-18H,11-15H2,1-2H3,(H,29,33,34)/t18-/m0/s1","CYP3A4(major);CYP2D6(minor)","N-desmethylation","Human Phase I","Human","N-desmethyl LY333531","NULL","ZEYTZKVCOZMUKL-UHFFFAOYSA-N","InChI=1S/C27H26N4O3/c1-28-14-17-10-11-30-15-20(18-6-2-4-8-22(18)30)24-25(27(33)29-26(24)32)21-16-31(12-13-34-17)23-9-5-3-7-19(21)23/h2-9,15-17,28H,10-14H2,1H3,(H,29,32,33)","PMID:12167559"
"BIOTID00889","rutaecarpine","65752","ACVGWSKVRYFWRP-UHFFFAOYSA-N","InChI=1S/C18H13N3O/c22-18-13-6-2-4-8-15(13)20-17-16-12(9-10-21(17)18)11-5-1-3-7-14(11)19-16/h1-8,19H,9-10H2","CYP1A2;CYP2C9;CYP2D6;CYP3A4","Aromatic Hydroxylation","Human Phase I","Human","NULL","637395","NDJIQTYBQIKAGG-UHFFFAOYSA-N","InChI=1S/C18H13N3O2/c22-10-5-6-15-13(9-10)18(23)21-8-7-12-11-3-1-2-4-14(11)19-16(12)17(21)20-15/h1-6,9,19,22H,7-8H2","PMID:16318905"
"BIOTID00890","rutaecarpine","65752","ACVGWSKVRYFWRP-UHFFFAOYSA-N","InChI=1S/C18H13N3O/c22-18-13-6-2-4-8-15(13)20-17-16-12(9-10-21(17)18)11-5-1-3-7-14(11)19-16/h1-8,19H,9-10H2","CYP1A2;CYP2C9;CYP2D6;CYP3A4","Aromatic Hydroxylation","Human Phase I","Human","NULL","NULL","HOKAQDWBHPUJBU-UHFFFAOYSA-N","InChI=1S/C18H13N3O2/c22-14-7-3-6-13-15(14)11-8-9-21-17(16(11)19-13)20-12-5-2-1-4-10(12)18(21)23/h1-7,19,22H,8-9H2","PMID:16318905"
"BIOTID00891","rutaecarpine","65752","ACVGWSKVRYFWRP-UHFFFAOYSA-N","InChI=1S/C18H13N3O/c22-18-13-6-2-4-8-15(13)20-17-16-12(9-10-21(17)18)11-5-1-3-7-14(11)19-16/h1-8,19H,9-10H2","CYP1A2;CYP2C9;CYP2D6;CYP3A4","Aromatic Hydroxylation","Human Phase I","Human","NULL","NULL","LZNDAOKPOOIXKH-UHFFFAOYSA-N","InChI=1S/C18H13N3O2/c22-10-5-6-11-12-7-8-21-17(16(12)19-15(11)9-10)20-14-4-2-1-3-13(14)18(21)23/h1-6,9,19,22H,7-8H2","PMID:16318905"
"BIOTID00892","rutaecarpine","65752","ACVGWSKVRYFWRP-UHFFFAOYSA-N","InChI=1S/C18H13N3O/c22-18-13-6-2-4-8-15(13)20-17-16-12(9-10-21(17)18)11-5-1-3-7-14(11)19-16/h1-8,19H,9-10H2","CYP2C9;CYP2D6;CYP3A4","Aromatic Hydroxylation","Human Phase I","Human","NULL","102351043","OLMHRSLUDJARDO-UHFFFAOYSA-N","InChI=1S/C18H13N3O2/c22-10-5-6-15-13(9-10)11-7-8-21-17(16(11)19-15)20-14-4-2-1-3-12(14)18(21)23/h1-6,9,19,22H,7-8H2","PMID:16318905"
"BIOTID00893","rutaecarpine","65752","ACVGWSKVRYFWRP-UHFFFAOYSA-N","InChI=1S/C18H13N3O/c22-18-13-6-2-4-8-15(13)20-17-16-12(9-10-21(17)18)11-5-1-3-7-14(11)19-16/h1-8,19H,9-10H2","CYP1A2;CYP2C9;CYP2D6;CYP3A4","Aromatic Hydroxylation","Human Phase I","Human","NULL","NULL","ZJQXOYNZSJVQDA-UHFFFAOYSA-N","InChI=1S/C18H13N3O2/c22-14-7-3-5-10-11-8-9-21-17(16(11)20-15(10)14)19-13-6-2-1-4-12(13)18(21)23/h1-7,20,22H,8-9H2","PMID:16318905"
"BIOTID00894","rutaecarpine","65752","ACVGWSKVRYFWRP-UHFFFAOYSA-N","InChI=1S/C18H13N3O/c22-18-13-6-2-4-8-15(13)20-17-16-12(9-10-21(17)18)11-5-1-3-7-14(11)19-16/h1-8,19H,9-10H2","CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","NULL","NULL","XXDHZWIVXIVSEE-UHFFFAOYSA-N","InChI=1S/C18H13N3O2/c22-14-9-21-17(20-13-8-4-2-6-11(13)18(21)23)16-15(14)10-5-1-3-7-12(10)19-16/h1-8,14,19,22H,9H2","PMID:16318905"
