Name,InChIKey,InChI,PubChem_CID,SMILES,Synonym1,Synonym2
Desmethylescitalopram,PTJADDMMFYXMMG-IBGZPJMESA-N,"InChI=1S/C19H19FN2O/c1-22-10-2-9-19(16-4-6-17(20)7-5-16)18-8-3-14(12-21)11-15(18)13-23-19/h3-8,11,22H,2,9-10,13H2,1H3/t19-/m0/s1",11255350,CNCCC[C@]1(c2ccc(cc2)F)c2ccc(cc2CO1)C#N,,
hydroxy-KR-31543,MTKWOUZCLHJPDW-UHFFFAOYSA-N,"InChI=1S/C9H10ClN5/c1-15-13-9(12-14-15)6-11-8-4-2-7(10)3-5-8/h2-5,11H,6H2,1H3",11299037,Cn1nc(CNc2ccc(cc2)Cl)nn1,,
"5-allyl-1-methoxy-2,3-dihydroxybenzene",BHIIRUKUMCZDIB-UHFFFAOYSA-N,"InChI=1S/C10H12O3/c1-3-4-7-5-8(11)10(12)9(6-7)13-2/h3,5-6,11-12H,1,4H2,2H3",11389746,C=CCc1cc(c(c(c1)OC)O)O,,
2-iodobenzyl bromide,GQFITODJWOIYPF-UHFFFAOYSA-N,"InChI=1S/C7H6BrI/c8-5-6-3-1-2-4-7(6)9/h1-4H,5H2",11426472,c1ccc(c(c1)CBr)I,,
5-O-Desmethyl Donepezil,DSMISVLYMKJMLP-UHFFFAOYSA-N,"InChI=1S/C23H27NO3/c1-27-22-14-20-18(13-21(22)25)12-19(23(20)26)11-16-7-9-24(10-8-16)15-17-5-3-2-4-6-17/h2-6,13-14,16,19,25H,7-12,15H2,1H3",11503234,COc1cc2c(CC(CC3CCN(CC3)Cc3ccccc3)C2=O)cc1O,"2-[(1-benzylpiperidin-4-yl)methyl]-5-hydroxy-6-methoxy-2,3-dihydroinden-1-one",
5-[2-[2-(2-Ethoxyphenoxy)ethylamino]propyl]-2-hydroxybenzenesulfonamide,UIDNSBDGPKUJHU-UHFFFAOYSA-N,"InChI=1S/C19H26N2O5S/c1-3-25-17-6-4-5-7-18(17)26-11-10-21-14(2)12-15-8-9-16(22)19(13-15)27(20,23)24/h4-9,13-14,21-22H,3,10-12H2,1-2H3,(H2,20,23,24)",11510266,CCOc1ccccc1OCCNC(C)Cc1ccc(c(c1)S(=O)(=O)N)O,,
KR-33028,WGKIDCRTLNUROQ-UHFFFAOYSA-N,"InChI=1S/C11H8N4OS/c12-5-6-2-1-3-8-7(6)4-9(17-8)10(16)15-11(13)14/h1-4H,(H4,13,14,15,16)",11515637,c1cc(C#N)c2cc(C(=O)NC(=N)N)sc2c1,,
Xanthurenic acid 8-O-sulfate,FNGKEPQCRRMUOC-UHFFFAOYSA-N,"InChI=1S/C10H7NO7S/c12-7-4-6(10(13)14)11-9-5(7)2-1-3-8(9)18-19(15,16)17/h1-4H,(H,11,12)(H,13,14)(H,15,16,17)",11522049,c1cc2c(cc(C(=O)O)nc2c(c1)OS(=O)(=O)O)O,,
O-Desmethylvicriviroc ,KKISTQPVRGXETN-MBSDFSHPSA-N,"InChI=1S/C27H36F3N5O2/c1-18-15-34(13-14-35(18)23(16-36)21-5-7-22(8-6-21)27(28,29)30)26(4)9-11-33(12-10-26)25(37)24-19(2)31-17-32-20(24)3/h5-8,17-18,23,36H,9-16H2,1-4H3/t18-,23-/m0/s1",11548108,C[C@H]1CN(CCN1[C@@H](CO)c1ccc(cc1)C(F)(F)F)C1(C)CCN(CC1)C(=O)c1c(C)ncnc1C,,
Vicriviroc N-oxide ,FJGWJMSLTFKZKY-CYFREDJKSA-N,"InChI=1S/C28H38F3N5O3/c1-19-16-34(14-15-35(19)24(17-39-5)22-6-8-23(9-7-22)28(29,30)31)27(4)10-12-33(13-11-27)26(37)25-20(2)32-18-36(38)21(25)3/h6-9,18-19,24H,10-17H2,1-5H3/t19-,24-/m0/s1",11577561,C[C@H]1CN(CCN1[C@@H](COC)c1ccc(cc1)C(F)(F)F)C1(C)CCN(CC1)C(=O)c1c(C)ncn(=O)c1C,,
N-Desalkylvicriviroc ,JBIGWLFHMIEHKP-ZDUSSCGKSA-N,"InChI=1S/C18H29N5O/c1-13-11-23(10-7-19-13)18(4)5-8-22(9-6-18)17(24)16-14(2)20-12-21-15(16)3/h12-13,19H,5-11H2,1-4H3/t13-/m0/s1",11587992,C[C@H]1CN(CCN1)C1(C)CCN(CC1)C(=O)c1c(C)ncnc1C,,
"(4-Hydroxy-3,5-dimethoxyphenyl)-(6-methoxy-1H-indol-3-yl)methanone",ZPZUSIUTOXRAIX-UHFFFAOYSA-N,"InChI=1S/C18H17NO5/c1-22-11-4-5-12-13(9-19-14(12)8-11)17(20)10-6-15(23-2)18(21)16(7-10)24-3/h4-9,19,21H,1-3H3",11645570,COc1ccc2c(c[nH]c2c1)C(=O)c1cc(c(c(c1)OC)O)OC,,
4-hydroxyestazolam,LJIJJCXFWLORDQ-UHFFFAOYSA-N,"InChI=1S/C16H11ClN4O/c17-11-6-7-13-12(8-11)14(10-4-2-1-3-5-10)19-16(22)15-20-18-9-21(13)15/h1-9,16,22H",11666741,c1ccc(cc1)C1=NC(c2nncn2c2ccc(cc12)Cl)O,,
M3,SQPSUXCOWHFKKF-UHFFFAOYSA-N,"InChI=1S/C25H26N6O3/c32-22(33)9-5-8-21-26-25(14-3-4-15-25)24(34)31(21)16-17-10-12-18(13-11-17)19-6-1-2-7-20(19)23-27-29-30-28-23/h1-2,6-7,10-13H,3-5,8-9,14-16H2,(H,32,33)(H,27,28,29,30)",11676932,c1ccc(c(c1)c1ccc(cc1)CN1C(=NC2(CCCC2)C1=O)CCCC(=O)O)c1n[nH]nn1,,
"CP-919,230",NIJPYMIFXMKSQQ-UHFFFAOYSA-N,"InChI=1S/C8H8F3NO2/c9-8(10,11)14-6-1-2-7(13)5(3-6)4-12/h1-3,13H,4,12H2",11694142,c1cc(c(cc1OC(F)(F)F)CN)O,,
"1-[4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]- propoxy]-3-hydroxyphenyl]ethanone",JRAOALKNNYGKLE-UHFFFAOYSA-N,"InChI=1S/C23H25FN2O4/c1-15(27)17-3-6-21(20(28)13-17)29-12-2-9-26-10-7-16(8-11-26)23-19-5-4-18(24)14-22(19)30-25-23/h3-6,13-14,16,28H,2,7-12H2,1H3",11742411,CC(=O)c1ccc(c(c1)O)OCCCN1CCC(CC1)c1c2ccc(cc2on1)F,,
Galantamine N-oxide,LROQBKNDGTWXET-FVWDGWMTSA-N,"InChI=1S/C17H21NO4/c1-18(20)8-7-17-6-5-12(19)9-14(17)22-16-13(21-2)4-3-11(10-18)15(16)17/h3-6,12,14,19H,7-10H2,1-2H3/t12-,14-,17-,18?/m0/s1",11748698,CN1(=O)CC[C@@]23C=C[C@@H](C[C@@H]2Oc2c(ccc(C1)c32)OC)O,,
Hydroxynefazodone,VKGQYGXMUUBRBD-UHFFFAOYSA-N,"InChI=1S/C25H32ClN5O3/c1-20(32)24-27-31(25(33)30(24)17-18-34-23-9-3-2-4-10-23)12-6-11-28-13-15-29(16-14-28)22-8-5-7-21(26)19-22/h2-5,7-10,19-20,32H,6,11-18H2,1H3",11755137,CC(c1nn(CCCN2CCN(CC2)c2cccc(c2)Cl)c(=O)n1CCOc1ccccc1)O,,
21-Hydroxymontelukast,CHRNGXJVKOMERP-FPUIOERCSA-N,"InChI=1S/C35H36ClNO4S/c1-34(2,41)29-9-4-3-8-28(29)31(38)20-32(42-22-35(16-17-35)21-33(39)40)25-7-5-6-23(18-25)10-14-27-15-12-24-11-13-26(36)19-30(24)37-27/h3-15,18-19,31-32,38,41H,16-17,20-22H2,1-2H3,(H,39,40)/b14-10+/t31-,32-/m1/s1",11801753,CC(C)(c1ccccc1[C@@H](C[C@H](c1cccc(/C=C/c2ccc3ccc(cc3n2)Cl)c1)SCC1(CC1)CC(=O)O)O)O,,
Norpatchoulenol,OSQSDJNIURJARY-MHDGFBEUSA-N,"InChI=1S/C14H22O/c1-12(2)10-6-8-13(3)11(9-10)5-4-7-14(12,13)15/h4-5,10-11,15H,6-9H2,1-3H3/t10-,11-,13+,14-/m1/s1",11830601,CC1(C)[C@@H]2CC[C@@]3(C)[C@H](C=CC[C@@]13O)C2,,
(s)-venlafaxine,PNVNVHUZROJLTJ-MRXNPFEDSA-N,"InChI=1S/C17H27NO2/c1-18(2)13-16(17(19)11-5-4-6-12-17)14-7-9-15(20-3)10-8-14/h7-10,16,19H,4-6,11-13H2,1-3H3/t16-/m1/s1",11846746,CN(C)C[C@H](c1ccc(cc1)OC)C1(CCCCC1)O,,
Tetrahydrocurcumin,PNTMRHGYQCMNCZ-SSZFMOIBSA-N,"InChI=1S/C21H24O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h5-6,9-13,22,24-25H,3-4,7-8H2,1-2H3/b16-13-",11895692,COc1cc(CC/C(=C/C(=O)CCc2ccc(c(c2)OC)O)/O)ccc1O,,
8-HETE,NLUNAYAEIJYXRB-HEJOTXCHSA-N,"InChI=1S/C20H32O3/c1-2-3-4-5-6-7-8-9-10-13-16-19(21)17-14-11-12-15-18-20(22)23/h6-7,9-11,13-14,16,19,21H,2-5,8,12,15,17-18H2,1H3,(H,22,23)/b7-6-,10-9-,14-11-,16-13+",11976122,CCCCC/C=C\C/C=C\C=C\C(C/C=C\CCCC(=O)O)O,,
N-Desmethylrosiglitazone ,ZJQTVMXUIGXRMR-UHFFFAOYSA-N,"InChI=1S/C17H17N3O3S/c21-16-14(24-17(22)20-16)11-12-4-6-13(7-5-12)23-10-9-19-15-3-1-2-8-18-15/h1-8,14H,9-11H2,(H,18,19)(H,20,21,22)",12000328,c1ccnc(c1)NCCOc1ccc(cc1)CC1C(=NC(=O)S1)O,,
"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-(5-hydroxy-8-methoxy-4-oxo-2-phenylchromen-7-yl)oxyoxane-2-carboxylic acid",LNOHXHDWGCMVCO-XTLXVGOWSA-N,"InChI=1S/C22H20O11/c1-30-18-13(32-22-17(27)15(25)16(26)20(33-22)21(28)29)8-11(24)14-10(23)7-12(31-19(14)18)9-5-3-2-4-6-9/h2-8,15-17,20,22,24-27H,1H3,(H,28,29)/t15-,16-,17+,20-,22?/m0/s1",12133317,COc1c(cc(c2c(=O)cc(c3ccccc3)oc12)O)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O,,
Rosuvastatin,BPRHUIZQVSMCRT-RJCHQFKYSA-N,"InChI=1S/C22H28FN3O6S/c1-13(2)20-18(10-9-16(27)11-17(28)12-19(29)30)21(14-5-7-15(23)8-6-14)25-22(24-20)26(3)33(4,31)32/h5-10,13,16-17,27-28H,11-12H2,1-4H3,(H,29,30)/b10-9+/t16-,17-/m0/s1",12136803,CC(C)c1c(/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)c(c2ccc(cc2)F)nc(n1)N(C)S(=O)(=O)C,,
4-[(2R)-2-Aminopropyl]phenol,GIKNHHRFLCDOEU-SSDOTTSWSA-N,"InChI=1S/C9H13NO/c1-7(10)6-8-2-4-9(11)5-3-8/h2-5,7,11H,6,10H2,1H3/t7-/m1/s1",12234986,C[C@H](Cc1ccc(cc1)O)N,,
senecionine,HKODIGSRFALUTA-RCDLFFMESA-N,"InChI=1S/C18H25NO5/c1-4-12-9-11(2)18(3,22)17(21)23-10-13-5-7-19-8-6-14(15(13)19)24-16(12)20/h4-5,11,14-15,22H,6-10H2,1-3H3/b12-4-/t11-,14+,15+,18+/m0/s1",12299899,C/C=C\1/C[C@H](C)[C@](C)(C(=O)OCC2=CCN3CC[C@H]([C@@H]23)OC1=O)O,,
3s14s-ochratoxin a,RWQKHEORZBHNRI-BONVTDFDSA-N,"InChI=1S/C20H18ClNO6/c1-10-7-12-14(21)9-13(17(23)16(12)20(27)28-10)18(24)22-15(19(25)26)8-11-5-3-2-4-6-11/h2-6,9-10,15,23H,7-8H2,1H3,(H,22,24)(H,25,26)/t10-,15-/m0/s1",12313657,C[C@H]1Cc2c(cc(c(c2C(=O)O1)O)C(=N[C@@H](Cc1ccccc1)C(=O)O)O)Cl,,
Estradiol,VOXZDWNPVJITMN-UYTYNIKBSA-N,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17-,18-/m1/s1",12313794,C[C@@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@H]2O)O,,
schembl29464,SEQDDYPDSLOBDC-HNNXBMFYSA-N,"InChI=1S/C16H13ClN2O2/c1-19-13-8-7-11(17)9-12(13)14(18-15(20)16(19)21)10-5-3-2-4-6-10/h2-9,15,20H,1H3/t15-/m0/s1",12325869,CN1c2ccc(cc2C(=N[C@H](C1=O)O)c1ccccc1)Cl,,
Malathion,JXSJBGJIGXNWCI-SVGMAFHSNA-N,"InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3/t8-/m1/s1",12358970,CCOC(=O)C[C@H](C(=O)OCC)SP(=S)(OC)OC,,
BFA,AFEOKIGLYCQHAZ-UHFFFAOYSA-N,"InChI=1S/C12H12O2/c13-8-11-7-12(14-9-11)6-10-4-2-1-3-5-10/h1-5,7,9,13H,6,8H2",12364396,c1ccc(cc1)Cc1cc(CO)co1,,
CTK0G1203,IVVNZDGDKPTYHK-SNVBAGLBSA-N,"InChI=1S/C13H19N5/c1-10(13(2,3)4)17-12(16-9-14)18-11-5-7-15-8-6-11/h5-8,10H,1-4H3,(H2,15,16,17,18)/t10-/m1/s1",12428581,C[C@H](C(C)(C)C)NC(=NC#N)N=c1cc[nH]cc1,,
thymol sulfate,NODSEPOUFZPJEQ-UHFFFAOYSA-N,"InChI=1S/C10H14O4S/c1-7(2)9-5-4-8(3)6-10(9)14-15(11,12)13/h4-7H,1-3H3,(H,11,12,13)",12456386,CC(C)c1ccc(C)cc1OS(=O)(=O)O,,
7-hydroxy-4-(aminomethyl)-coumarin (HAMC),HVMBPUABKRKNPU-UHFFFAOYSA-N,"InChI=1S/C10H9NO3/c11-5-6-3-10(13)14-9-4-7(12)1-2-8(6)9/h1-4,12H,5,11H2",12514021,c1cc2c(cc(=O)oc2cc1O)CN,,
De-benzylated nicardipine,ZYQSJVQRWNAWHO-UHFFFAOYSA-N,"InChI=1S/C19H23N3O6/c1-11-15(18(23)27-4)17(13-6-5-7-14(10-13)22(25)26)16(12(2)21-11)19(24)28-9-8-20-3/h5-7,10,17,20-21H,8-9H2,1-4H3",12529164,CC1=C(C(c2cccc(c2)N(=O)=O)C(=C(C)N1)C(=O)OCCNC)C(=O)OC,,
5-Hydroxy-paeonol,TXBDGLVJCSOBLF-UHFFFAOYSA-N,"InChI=1S/C9H10O4/c1-5(10)6-3-8(12)9(13-2)4-7(6)11/h3-4,11-12H,1-2H3",12543919,CC(=O)c1cc(c(cc1O)OC)O,,
1'-nitrosonornicotine,XKABJYQDMJTNGQ-VIFPVBQESA-N,"InChI=1S/C9H11N3O/c13-11-12-6-2-4-9(12)8-3-1-5-10-7-8/h1,3,5,7,9H,2,4,6H2/t9-/m0/s1",12613538,c1cc(cnc1)[C@@H]1CCCN1N=O,,
2-Hydroxyibuprofen,UJHKVYPPCJBOSG-VIFPVBQESA-N,"InChI=1S/C13H18O3/c1-9(12(14)15)11-6-4-10(5-7-11)8-13(2,3)16/h4-7,9,16H,8H2,1-3H3,(H,14,15)/t9-/m0/s1",12617415,C[C@@H](c1ccc(cc1)CC(C)(C)O)C(=O)O,,
S-2-[4-(3-methyl-2-thienyl)phenyl]propionic acid,DTOPKPBTCXKNFF-UHFFFAOYSA-N,"InChI=1S/C14H14O2S/c1-9-7-8-17-13(9)12-5-3-11(4-6-12)10(2)14(15)16/h3-8,10H,1-2H3,(H,15,16)",12769847,Cc1ccsc1c1ccc(cc1)C(C)C(=O)O,,
"4-(7-Hydroxy-10,13-dimethyl-3-oxo-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl)pentanoic acid",KNVADAPHVNKTEP-UHFFFAOYSA-N,"InChI=1S/C24H38O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-15,17-20,22,26H,4-13H2,1-3H3,(H,27,28)",12771428,CC(CCC(=O)O)C1CCC2C3C(CCC12C)C1(C)CCC(=O)CC1CC3O,,
(r)-azelastine,MBUVEWMHONZEQD-GOSISDBHSA-N,"InChI=1S/C22H24ClN3O/c1-25-13-4-5-18(12-14-25)26-22(27)20-7-3-2-6-19(20)21(24-26)15-16-8-10-17(23)11-9-16/h2-3,6-11,18H,4-5,12-15H2,1H3/t18-/m1/s1",12831280,CN1CCC[C@H](CC1)n1c(=O)c2ccccc2c(Cc2ccc(cc2)Cl)n1,,
(s)-azelastine,MBUVEWMHONZEQD-SFHVURJKSA-N,"InChI=1S/C22H24ClN3O/c1-25-13-4-5-18(12-14-25)26-22(27)20-7-3-2-6-19(20)21(24-26)15-16-8-10-17(23)11-9-16/h2-3,6-11,18H,4-5,12-15H2,1H3/t18-/m0/s1",12831281,CN1CCC[C@@H](CC1)n1c(=O)c2ccccc2c(Cc2ccc(cc2)Cl)n1,,
demethylmetalaxyl,HOOCPOQCHBHJLU-UHFFFAOYSA-N,"InChI=1S/C14H19NO4/c1-9-6-5-7-10(2)13(9)15(12(17)8-16)11(3)14(18)19-4/h5-7,11,16H,8H2,1-4H3",12878837,Cc1cccc(C)c1N(C(C)C(=O)OC)C(=O)CO,"Methyl 2-(N-(2-hydroxyacetyl)-2,6-dimethylanilino)propanoate",
Zotepine -oxide,GPQLECKPRFIPAC-UHFFFAOYSA-N,"InChI=1S/C18H18ClNO2S/c1-20(2)9-10-22-16-11-13-5-3-4-6-17(13)23(21)18-8-7-14(19)12-15(16)18/h3-8,11-12H,9-10H2,1-2H3",12882299,CN(C)CCOC1=Cc2ccccc2S(=O)c2ccc(cc12)Cl,,
2-Hydroxy-zotepine,MCQGRTOFLHWZAG-UHFFFAOYSA-N,"InChI=1S/C18H18ClNO2S/c1-20(2)7-8-22-16-10-12-9-14(21)4-6-17(12)23-18-5-3-13(19)11-15(16)18/h3-6,9-11,21H,7-8H2,1-2H3",12882318,CN(C)CCOC1=Cc2cc(ccc2Sc2ccc(cc12)Cl)O,,
3-Hydroxy-zotepine,MOEFMTBUTHFFHY-UHFFFAOYSA-N,"InChI=1S/C18H18ClNO2S/c1-20(2)7-8-22-16-9-12-3-5-14(21)11-18(12)23-17-6-4-13(19)10-15(16)17/h3-6,9-11,21H,7-8H2,1-2H3",12882320,CN(C)CCOC1=Cc2ccc(cc2Sc2ccc(cc12)Cl)O,,
"(2S,3S,4S,5R)-3,4,5-Trihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid",JBFOLLJCGUCDQP-DAZJWRSOSA-N,"InChI=1S/C21H18O11/c22-9-3-1-8(2-4-9)13-7-12(24)15-11(23)5-10(6-14(15)31-13)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-7,16-19,21-23,25-27H,(H,28,29)/t16-,17-,18+,19-,21?/m0/s1",12912213,c1cc(ccc1c1cc(=O)c2c(cc(cc2o1)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)O)O,,
Norhydromorphone,JGORUXKMRLIJSV-UHFFFAOYSA-N,"InChI=1S/C17H19NO3/c1-20-13-5-2-9-8-11-10-3-4-12(19)16-17(10,6-7-18-11)14(9)15(13)21-16/h2,5,10-11,16,18H,3-4,6-8H2,1H3",13001737,COc1ccc2CC3C4CCC(=O)C5C4(CCN3)c2c1O5,,
3-Hydroxy-7-ethoxycourmarin,OCCRKOWLAVGGOA-UHFFFAOYSA-N,"InChI=1S/C11H10O4/c1-2-14-10-6-9-7(5-8(10)12)3-4-11(13)15-9/h3-6,12H,2H2,1H3",13031686,CCOc1cc2c(ccc(=O)o2)cc1O,,
Metalaxyl acid,ZRIKZVLHMGYCIR-UHFFFAOYSA-N,"InChI=1S/C14H19NO4/c1-9-6-5-7-10(2)13(9)15(11(3)14(17)18)12(16)8-19-4/h5-7,11H,8H2,1-4H3,(H,17,18)",13073467,Cc1cccc(C)c1N(C(C)C(=O)O)C(=O)COC,,
2-Dechloroethylifosfamide,ROGLJLJCDSTWBN-LLVKDONJSA-N,"InChI=1S/C5H12ClN2O2P/c6-2-4-8-3-1-5-10-11(8,7)9/h1-5H2,(H2,7,9)/t11-/m1/s1",13093129,C1CN(CCCl)[P@@](=O)(N)OC1,,
13-Hydroxytetradecanoic acid,KNFJWKJXKURGQU-UHFFFAOYSA-N,"InChI=1S/C14H28O3/c1-13(15)11-9-7-5-3-2-4-6-8-10-12-14(16)17/h13,15H,2-12H2,1H3,(H,16,17)",13111890,CC(CCCCCCCCCCCC(=O)O)O,,
3-Hydroxyquinidine,BSRUJCFCZKMFMB-LGWHJFRWSA-N,"InChI=1S/C20H24N2O3/c1-3-20(24)12-22-9-7-13(20)10-18(22)19(23)15-6-8-21-17-5-4-14(25-2)11-16(15)17/h3-6,8,11,13,18-19,23-24H,1,7,9-10,12H2,2H3/t13-,18+,19-,20+/m0/s1",13217486,C=C[C@]1(CN2CC[C@H]1C[C@@H]2[C@H](c1ccnc2ccc(cc12)OC)O)O,,
"7-(2-chlorophenyl)-4-ethyl-13-methyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-ol",AUGPQGAHOGVIOZ-UHFFFAOYSA-N,"InChI=1S/C17H15ClN4OS/c1-3-10-8-12-14(11-6-4-5-7-13(11)18)19-16(23)15-21-20-9(2)22(15)17(12)24-10/h4-8,16,23H,3H2,1-2H3",13218672,CCc1cc2C(=NC(c3nnc(C)n3c2s1)O)c1ccccc1Cl,,
N-(2-methoxyphenyl)hydroxylamine,VJZCVIHHXKSOIN-UHFFFAOYSA-N,"InChI=1S/C7H9NO2/c1-10-7-5-3-2-4-6(7)8-9/h2-5,8-9H,1H3",13226840,COc1ccccc1NO,,
Mikwelianin,DUBCCGAQYVUYEU-MBIBTLSJSA-N,"InChI=1S/C21H18O13/c22-7-4-10(25)12-11(5-7)32-17(6-1-2-8(23)9(24)3-6)18(13(12)26)33-21-16(29)14(27)15(28)19(34-21)20(30)31/h1-5,14-16,19,21-25,27-29H,(H,30,31)/t14-,15-,16+,19-,21?/m0/s1",13258914,c1cc(c(cc1c1c(c(=O)c2c(cc(cc2o1)O)O)OC1[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O1)O)O)O)O)O,,
3-O-methoxyestradiol,MMKYSUOJWFKECQ-SSTWWWIQSA-N,"InChI=1S/C19H26O3/c1-19-8-7-12-13(15(19)5-6-18(19)21)4-3-11-9-17(22-2)16(20)10-14(11)12/h9-10,12-13,15,18,20-21H,3-8H2,1-2H3/t12-,13+,15-,18-,19-/m0/s1",13267935,C[C@]12CC[C@H]3[C@@H](CCc4cc(c(cc34)O)OC)[C@@H]1CC[C@@H]2O,,
Zotepine N-oxide,IZIOJMRQCYPVQW-UHFFFAOYSA-N,"InChI=1S/C18H18ClNO2S/c1-20(2,21)9-10-22-16-11-13-5-3-4-6-17(13)23-18-8-7-14(19)12-15(16)18/h3-8,11-12H,9-10H2,1-2H3",13309858,CN(=O)(C)CCOC1=Cc2ccccc2Sc2ccc(cc12)Cl,,
"7-Methyl-8,9-dihydronaphtho[1,2-b]quinoline-8,9-diol",PIMRBXVJGSKTOZ-UHFFFAOYSA-N,"InChI=1S/C18H15NO2/c1-10-12-7-6-11-4-2-3-5-13(11)17(12)19-14-8-9-15(20)18(21)16(10)14/h2-9,15,18,20-21H,1H3",13332617,Cc1c2ccc3ccccc3c2nc2C=CC(C(c12)O)O,,
O-Desmethylnaproxen,XWJUDDGELKXYNO-QMMMGPOBSA-N,"InChI=1S/C13H12O3/c1-8(13(15)16)9-2-3-11-7-12(14)5-4-10(11)6-9/h2-8,14H,1H3,(H,15,16)/t8-/m0/s1",13393711,C[C@@H](c1ccc2cc(ccc2c1)O)C(=O)O,Desmethylnaproxen ,
6-Hydroxyrebamipide,IMRUHDNHNAKMPT-UHFFFAOYSA-N,"InChI=1S/C19H15ClN2O5/c20-12-3-1-10(2-4-12)18(25)22-16(19(26)27)7-11-8-17(24)21-15-6-5-13(23)9-14(11)15/h1-6,8-9,16,23H,7H2,(H,21,24)(H,22,25)(H,26,27)",13471531,c1cc(ccc1C(=O)NC(Cc1cc(nc2ccc(cc12)O)O)C(=O)O)Cl,,
(R)-D-617,WLOBUUJURNEQCL-QGZVFWFLSA-N,"InChI=1S/C17H26N2O2/c1-13(2)17(12-18,9-6-10-19-3)14-7-8-15(20-4)16(11-14)21-5/h7-8,11,13,19H,6,9-10H2,1-5H3/t17-/m1/s1",13537153,CC(C)[C@@](CCCNC)(C#N)c1ccc(c(c1)OC)OC,,
D-617,WLOBUUJURNEQCL-UHFFFAOYSA-N,"InChI=1S/C17H26N2O2/c1-13(2)17(12-18,9-6-10-19-3)14-7-8-15(20-4)16(11-14)21-5/h7-8,11,13,19H,6,9-10H2,1-5H3",93168,CC(C)C(CCCNC)(C#N)C1=CC(=C(C=C1)OC)OC,,
Mono-hydroxy-methoxychlor,BUZUQNXGKRJIJT-YQTOOIBONA-N,"InChI=1S/C15H13Cl3O2/c1-20-13-8-4-11(5-9-13)14(15(16,17)18)10-2-6-12(19)7-3-10/h2-9,14,19H,1H3/t14-/m0/s1",13590210,COc1ccc(cc1)[C@H](c1ccc(cc1)O)C(Cl)(Cl)Cl,,
17alpha-hydroxymifepristone ,ULLTWLWXPJPTQG-GCNJZUOMSA-N,"InChI=1S/C29H35NO3/c1-28-18-25(19-5-8-21(9-6-19)30(2)3)27-23-12-10-22(32)17-20(23)7-11-24(27)26(28)13-15-29(28,33)14-4-16-31/h5-6,8-9,17,24-26,31,33H,7,10-13,15-16,18H2,1-3H3/t24-,25+,26-,28-,29-/m0/s1",13605512,C[C@]12C[C@H](c3ccc(cc3)N(C)C)C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C#CCO)O,,
Norethylmorphine,YCZKZYXHGKGDNL-UHFFFAOYSA-N,"InChI=1S/C18H21NO3/c1-2-21-14-6-3-10-9-12-11-4-5-13(20)17-18(11,7-8-19-12)15(10)16(14)22-17/h3-6,11-13,17,19-20H,2,7-9H2,1H3",13728875,CCOc1ccc2CC3C4C=CC(C5C4(CCN3)c2c1O5)O,,
Endosulfan sulfate,AAPVQEMYVNZIOO-GXZSMAFLSA-N,"InChI=1S/C9H6Cl6O4S/c10-5-6(11)8(13)4-2-19-20(16,17)18-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2/t3-,4-,7-,8+/m0/s1",13766812,C1[C@H]2[C@H](COS(=O)(=O)O1)[C@]1(C(=C([C@@]2(C1(Cl)Cl)Cl)Cl)Cl)Cl,,
