Predecessor_CID,Predecessor_Name,Successor_CID,Successor_Name,Transformation,Biosystem,Enzyme,Source_ID,Source,Source_Description,Dataset_DOI,Dataset_Description,Evidence_ID,Evidence_Description
178030,Alvameline,10443071,"5-(2-Ethyltetrazol-5-yl)-1-methyl-1-oxido-3,6-dihydro-2H-pyridin-1-ium",N-Oxidation / Human Phase I,Human,CYP1A2;CYP2C19,BIOTID01135,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9884321
178030,Alvameline,9820835,"5-(2-Ethyl-2H-tetrazol-5-yl)-1,2,3,6-tetrahydro-pyridine",N-demethylation / Human Phase I,Human,CYP1A2;CYP2A6;CYP2C19;CYP3A4,BIOTID01134,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9884321
60835,Duloxetine,10086952,5-((S)-3-Methylamino-1-thiophen-2-yl-propoxy)-naphthalen-2-ol,Aromatic Hydroxylation / Human Phase I,Human,CYP1A2;CYP2D6,BIOTID01268,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:12920170
3478,Glipizide,131769999,4-trans-hydroxy-glipizide,Hydroxylation of alicyclic secondary carbon / Human Phase I,Human,CYP2C9,BIOTID01397,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3679"
104865,bosentan,6426756,"4-tert-butyl-N-[6-(2-hydroxyethoxy)-5-(2-hydroxyphenoxy)-[2,2-]bipyrimidinyl-4-yl]-benzenesulfonamide",O-aryl demethylation / Human Phase I,Human,CYP3A4 (major); CYP2C9 (minor),BIOTID00309,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
5282362,4p-Hydroxychalcone,154699800,"4p-Hydroxychalcone, 4p-hydroxy-glucuronide",Aromatic-OH glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01533,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
151166,Lumiracoxib,9904747,4p-Carboxylumiracoxib,Hydroxylation of aromatic carbon meta to halide group / Human Phase I,Human,CYP2C9; CYP2C19,BIOTID01408,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3682"
42267,"benzo[a]pyrene-7,8-diol",152023,"4-Oxahexacyclo[11.6.2.02,8.03,5.010,20.017,21]henicosa-1(20),2(8),3(5),6,9,11,13(21),14,16,18-decaene-6,7-diol",Epoxidation / Human Phase I,Human,CYP1A2,BIOTID00298,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9806168
60846,valsartan,9911647,4-hydroxy-valsartan,Hydroxylation of acyclic aliphatic secondary carbon / Human Phase I,Human,CYP2C9,BIOTID01086,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
72099,(s)-flurbiprofen,40578888,4-hydroxy-S-flurbiprofen,p-Hydroxylation of monosubstituted benzene / Human Phase I,Human,CYP2C9,BIOTID00094,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
73346713,Seratrodast,154699922,4'-hydroxy-seratrodast,p-Hydroxylation of monosubstituted benzene / Human Phase I,Human,CYP2C19; CYP2C9; CYP2C8,BIOTID00394,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
5070,riluzole,85752610,4-hydroxy-riluzole,Aromatic hydroxylation of fused benzene ring / Human Phase I,Human,CYP1A1,BIOTID00873,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang, B. and Zhou, S.F. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry; Vol. 16, No. 31; PMID:19754423"
4943,propofol,3014064,4-hydroxy-propofol,Hydroxylation of benzene on carbon para to a strongly electron donating group / Human Phase I,Human,CYP2B6 (major); CYP2C9 (major); CYP1A2 (minor); CYP2A6 (minor); CYP2C8 (minor); CYP2C19 (minor); CYP2D6 (minor),BIOTID00820,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
5310985,gts-21,135508231,4-hydroxy-GTS-21,O-Demethylation / Human Phase I,Human,CYP1A2;CYP2E1;CYP3A4,BIOTID00594,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"furafylline, Xenobioticu, 24, 517-526 (1994); J. K. Racha, A. E.;PMID:10456692"
3347,Esfenvalerate,188070,4'-hydroxy-esfenvalerate,p-Hydroxylation of monosubstituted benzene / Human Phase I,Human,CYP2C8; CYP2C9; CYP2C19; CYP3A4; CYP3A5,BIOTID01380,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3677"
40585,Deltamethrin,6455385,4'-hydroxy-deltamethrin,p-Hydroxylation of monosubstituted benzene / Human Phase I,Human,CYP2C8; CYP2C19; CYP3A4; CYP3A5,BIOTID01181,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
185395,(s)-(-)-carvedilol,40425351,4'-hydroxy-carvedilol,Hydroxylation of benzene on carbon para to a strongly electron donating group / Human Phase I,Human,CYP2D6 (major); CYP2E1 (minor); CYP2C9 (minor); CYP3A4 (minor),BIOTID00085,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015"
2206,antipyrine,98889,4-hydroxy-antipyrine,Hydroxylation of carbon alpha to conjugated carbonyl / Human Phase I,Human,CYP3A4 (major); CYP1A2 (minor),BIOTID00261,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
71771,aceclofenac,9842299,4'-hydroxy-aceclofenac,Hydroxylation of aromatic carbon meta to halide group / Human Phase I,Human,CYP2C9,BIOTID00222,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
7485,4-nitroanisole,980,4-Nitrophenol,O-Demethylation / Human Phase I,Human,CYP1A2;CYP2A6;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,BIOTID00182,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9364740
79266,4-nitrophenethyl bromide,154699603,4-nitrophenethyl-glutathione,GSH-conjugation of organohalide / Human Phase II,Human,GST,BIOTID02140,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,http://www.brenda-enzymes.org/enzyme.php?ecno=2.5.1.18&Suchword=&reference=&UniProtAcc=&organism%5B%5D=Homo+sapiens&show_tm=0
980,4-Nitrophenol,3505109,4-nitrocatechol (4NC) ,Aromatic Hydroxylation / Human Phase I,Human,CYP2E1,BIOTID01157,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:8267647
7482,4-nitrobenzyl chloride,97538,4-nitrobenzyl-glutathione,GSH-conjugation / Human Phase II,Human,GST,BIOTID01712,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,http://www.brenda-enzymes.org/enzyme.php?ecno=2.5.1.18&Suchword=&reference=&UniProtAcc=&organism%5B%5D=Homo+sapiens&show_tm=0
5280567,4-Methylumbelliferone,91553,4-Methylumbelliferone O-glucuronide,Aromatic-OH glucuronidation / Human Phase II,Human,UGT1A9,BIOTID01538,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,Wu et al. 2011; Accurate Prediction of Glucuronidation of Structurally Diverse Phenolics by Human UGT1A9 Using Combined Experimental and In Silico Approaches; Pharm Res (2012) 29:1544-1561; DOI 10.1007/s11095-012-0666-z
1140,toluene,2879,4-Methylphenol,p-Hydroxylation of monosubstituted benzene / Human Phase I,Human,CYP2C8; CYP1A2,BIOTID01032,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
2879,4-Methylphenol,9958,4-methyl-hydroquinone,Aromatic Hydroxylation / Human Phase I,Human,CYP2E1,BIOTID00777,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:16174805
7809,p-xylene,11505,4-Methylbenzylalcohol,Aliphatic Hydroxylation / Human Phase I,Human,CYP2E1,BIOTID00780,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:8558417
8931830,4-[(dimethylamino)methyl]-7-methoxychromen-2-one,8931837,4-Methylaminomethyl-7-methoxycoumarin,N-dealkylation / Human Phase I,Human,CYP1A2,BIOTID00373,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:11095593
7813,p-Toluidine,7684,4'-Methylacetanilide,N-acetylation / Human Phase II,Human,NAT,BIOTID01989,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Phase II Metabolism in Human Skin: Skin Explants Show Full Coverage for Glucuronidation, Sulfation, N-Acetylation, Catechol Methylation, and Glutathione Conjugation"
2879,4-Methylphenol,15361578,"4-Methyl-2,5-cyclohexadien-1-one",Dehydrogenation / Human Phase I,Human,CYP1A2;CYP2C19;CYP2D6;CYP2E1,BIOTID00778,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:16174805
9971251,4-hydroxyestrone,194066,4-methoxyestrone,O-methylation / Human Phase II,Human,S-COMT,BIOTID01578,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Rendic, S. et al. 2012; Contributions of Human Enzymes in Carcinogen Metabolism Slobodan Rendic1,* and F. Peter Guengerich; Chem Res Toxicol. 2012 July 16; 25(7): 1316-1383. doi:10.1021/tx300132k"
6918906,ac1ocg1j,179091,4-Methoxy-3-[2-(methylamino)propyl]phenol,Aromatic Hydroxylation / Human Phase I,Human,CYP2D6,BIOTID00220,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:7835228
