MeSH Disease Term source	MeSH Disease Term target	symptom similarity score
Joint Diseases	Joint Instability	0.793538
Joint Diseases	Soft Tissue Neoplasms	0.8201
Joint Diseases	Osteoarthritis, Hip	0.776392
Joint Diseases	Osteoarthritis	0.828675
Joint Diseases	Osteochondritis Dissecans	0.73715
Joint Diseases	Osteolysis	0.80747
Joint Diseases	Arthritis	0.779526
Joint Diseases	Femur Head Necrosis	0.710331
Mammary Neoplasms, Animal	Liver Cirrhosis, Experimental	0.817525
Colorectal Neoplasms	Intestinal Polyps	0.720739
Colorectal Neoplasms	Vipoma	0.763492
Colorectal Neoplasms	Uterine Cervical Neoplasms	0.703436
Colorectal Neoplasms	Exocrine Pancreatic Insufficiency	0.743522
Colorectal Neoplasms	Mucositis	0.803778
Colorectal Neoplasms	Gram-Negative Bacterial Infections	0.716803
Colorectal Neoplasms	Colonic Polyps	0.75539
Colorectal Neoplasms	Carcinoma, Non-Small-Cell Lung	0.715262
Colorectal Neoplasms	Gastrinoma	0.791022
Colorectal Neoplasms	AIDS-Related Opportunistic Infections	0.764014
Colorectal Neoplasms	Entamoebiasis	0.734663
Colorectal Neoplasms	Salmonella Infections, Animal	0.760718
Colorectal Neoplasms	Rectal Neoplasms	0.917957
Colorectal Neoplasms	Inflammatory Bowel Diseases	0.838812
Colorectal Neoplasms	Crohn Disease	0.764983
Colorectal Neoplasms	Celiac Disease	0.78418
Dermatitis, Atopic	Eczema	0.870971
Dermatitis, Atopic	Dermatitis, Allergic Contact	0.91268
Dermatitis, Atopic	Keloid	0.909323
Dermatitis, Atopic	Dermatitis, Contact	0.81624
Dermatitis, Atopic	Dermatitis	0.912642
Dermatitis, Atopic	Liver Cirrhosis, Biliary	0.877953
Dermatitis, Atopic	Pruritus	0.979773
Dermatitis, Atopic	Alagille Syndrome	0.820549
Dermatitis, Atopic	Parapsoriasis	0.769823
Dermatitis, Atopic	Keratosis	0.843749
Renal Tubular Transport, Inborn Errors	Nephrocalcinosis	0.868484
Alopecia Areata	Erectile Dysfunction	0.72194
Intestinal Pseudo-Obstruction	Anus Diseases	0.754824
Neurogenic Inflammation	Hyperalgesia	0.89321
Aortic Aneurysm	Aortic Aneurysm, Thoracic	0.806849
Developmental Disabilities	Chromosome Disorders	0.743672
Developmental Disabilities	Asperger Syndrome	0.786735
Developmental Disabilities	Nervous System Malformations	0.751881
Developmental Disabilities	Autistic Disorder	0.85512
Developmental Disabilities	Williams Syndrome	0.708259
Developmental Disabilities	Klinefelter Syndrome	0.755111
Developmental Disabilities	Fragile X Syndrome	0.716101
Developmental Disabilities	DiGeorge Syndrome	0.845009
Developmental Disabilities	Antisocial Personality Disorder	0.736329
Developmental Disabilities	Acrocallosal Syndrome	0.779187
Developmental Disabilities	Craniosynostoses	0.747162
Developmental Disabilities	Polydactyly	0.726167
Developmental Disabilities	Motor Skills Disorders	0.741826
Developmental Disabilities	Cri-du-Chat Syndrome	0.840213
Developmental Disabilities	Angelman Syndrome	0.827127
Lupus Nephritis	Nephrotic Syndrome	0.993318
Neuroblastoma	Creutzfeldt-Jakob Syndrome	0.724237
Neuroblastoma	Unverricht-Lundborg Syndrome	0.747721
Anemia, Aplastic	Blood Platelet Disorders	0.720382
Anemia, Aplastic	Thrombocytopenia	0.802525
Femur Head Necrosis	Legg-Perthes Disease	0.735207
Femur Head Necrosis	Osteoarthritis, Hip	0.745578
Malformations of Cortical Development	Classical Lissencephalies and Subcortical Band Heterotopias	0.839234
Malformations of Cortical Development	Incontinentia Pigmenti	0.829523
Keratosis	Candidiasis, Vulvovaginal	0.848708
Keratosis	Porokeratosis	0.857899
Hepatitis B, Chronic	Gallbladder Neoplasms	0.744366
Anorexia Nervosa	Bulimia Nervosa	0.879604
Pain Insensitivity, Congenital	Orofaciodigital Syndromes	0.715566
Pain Insensitivity, Congenital	Hypertelorism	0.709742
Pain Insensitivity, Congenital	Polydactyly	0.722458
Pain Insensitivity, Congenital	Hand Deformities, Congenital	0.732284
Pain Insensitivity, Congenital	Ectodermal Dysplasia	0.703845
Pain Insensitivity, Congenital	Exostoses, Multiple Hereditary	0.810163
Lymphoma, T-Cell, Cutaneous	Keloid	0.817826
Lymphoma, T-Cell, Cutaneous	Drug Eruptions	0.847948
Lymphoma, T-Cell, Cutaneous	Porokeratosis	0.857696
Lymphoma, T-Cell, Cutaneous	Psoriasis	0.773937
Lymphoma, T-Cell, Cutaneous	Cholestasis, Intrahepatic	0.809422
Lymphoma, T-Cell, Cutaneous	Keratosis	0.759693
Gastrointestinal Diseases	Peptic Ulcer	0.705204
Gastrointestinal Diseases	Duodenal Ulcer	0.758909
Myocardial Ischemia	Myocardial Stunning	0.882759
Myocardial Ischemia	Angina Pectoris	0.822129
Myocardial Ischemia	Coronary Disease	0.908735
Myocardial Ischemia	Coronary Aneurysm	0.910894
Myocardial Ischemia	Coronary Artery Disease	0.943587
Myocardial Ischemia	Coronary Restenosis	0.975934
Myocardial Ischemia	Myocardial Infarction	0.946316
Myocardial Ischemia	Hyperlipoproteinemia Type II	0.718681
Dermatomyositis	Myopathies, Nemaline	0.730856
Dermatomyositis	Muscular Dystrophy, Facioscapulohumeral	0.791598
Dermatomyositis	Myositis, Inclusion Body	0.853297
Cardiomyopathy, Hypertrophic	Aortic Valve Stenosis	0.925635
Cardiomyopathy, Hypertrophic	Cardiomyopathy, Hypertrophic, Familial	0.759489
Cardiomyopathy, Hypertrophic	Heart Valve Diseases	0.731879
Anemia, Hypochromic	Anemia, Iron-Deficiency	0.722861
Optic Neuropathy, Ischemic	Retinal Vein Occlusion	0.874585
Optic Neuropathy, Ischemic	Retinal Drusen	0.751403
Optic Neuropathy, Ischemic	Choroidal Neovascularization	0.890885
Xanthomatosis	Immunologic Deficiency Syndromes	0.721731
Cerebral Palsy	Muscle Spasticity	0.858197
Kidney Diseases	Hypertension, Pregnancy-Induced	0.742907
Kidney Diseases	Kidney Failure, Chronic	0.853764
Kidney Diseases	Fanconi Syndrome	0.82449
Kidney Diseases	Nephrotic Syndrome	0.867536
Kidney Diseases	Nephrosis	0.896001
Kidney Diseases	Denys-Drash Syndrome	0.798641
Kidney Diseases	Lecithin Acyltransferase Deficiency	0.852963
Kidney Diseases	Immune Complex Diseases	0.800396
Kidney Diseases	Glomerulonephritis, Membranoproliferative	0.842714
Kidney Diseases	Nephritis, Interstitial	0.876449
Kidney Diseases	Oculocerebrorenal Syndrome	0.779539
Kidney Diseases	Anemia, Macrocytic	0.728823
Kidney Diseases	Hypertension, Renal	0.848363
Kidney Diseases	Proteinuria	0.868085
Kidney Diseases	Polycystic Kidney, Autosomal Dominant	0.7869
Kidney Diseases	Glomerulosclerosis, Focal Segmental	0.870919
Kidney Diseases	Renal Insufficiency	0.851476
Kidney Diseases	Polycystic Kidney Diseases	0.72888
Kidney Diseases	Glomerulonephritis	0.864084
Kidney Diseases	Amyloidosis	0.701797
Kidney Diseases	Glomerulonephritis, IGA	0.756463
Kidney Diseases	Lupus Nephritis	0.872745
Kidney Diseases	Hematuria	0.871041
Dyslipidemias	Hyperlipoproteinemias	0.885665
Dyslipidemias	Hypoalphalipoproteinemias	0.922023
Lymphopenia	Immunologic Deficiency Syndromes	0.925116
Lymphopenia	Lymphoproliferative Disorders	0.878385
Lymphopenia	Job's Syndrome	0.910122
Lymphopenia	Xanthomatosis	0.710716
Sinoatrial Block	Sick Sinus Syndrome	0.894415
Sinoatrial Block	Long QT Syndrome	0.876627
Sinoatrial Block	Arrhythmogenic Right Ventricular Dysplasia	0.856281
Sinoatrial Block	Torsades de Pointes	0.872521
Sinoatrial Block	Coffin-Lowry Syndrome	0.759808
Sinoatrial Block	Arrhythmias, Cardiac	0.865041
Sinoatrial Block	Heart Block	0.884807
Sinoatrial Block	Hypotension, Orthostatic	0.835285
Sinoatrial Block	Death, Sudden, Cardiac	0.850951
Sinoatrial Block	Tachycardia, Ventricular	0.879022
Sinoatrial Block	Ventricular Fibrillation	0.788035
Sinoatrial Block	Brugada Syndrome	0.815781
Optic Nerve Diseases	Macular Degeneration	0.782994
Optic Nerve Diseases	Glaucoma	0.920064
Optic Nerve Diseases	Uveitis	0.74271
Optic Nerve Diseases	Retinal Diseases	0.860704
Foot Deformities, Congenital	Blepharophimosis	0.734588
Foot Deformities, Congenital	Orofaciodigital Syndromes	0.79773
Foot Deformities, Congenital	Fibromatosis, Gingival	0.789465
Foot Deformities, Congenital	Dandy-Walker Syndrome	0.762007
Foot Deformities, Congenital	Hypertelorism	0.875553
Foot Deformities, Congenital	Synostosis	0.717
Foot Deformities, Congenital	Xeroderma Pigmentosum	0.774904
Foot Deformities, Congenital	Wolf-Hirschhorn Syndrome	0.760795
Cholestasis	Liver Cirrhosis, Biliary	0.766425
Cholestasis	Folliculitis	0.735587
Cholestasis	Cholestasis, Intrahepatic	0.907014
Cholestasis	Pruritus	0.732225
Cholestasis	Dermatitis, Atopic	0.713139
Abortion, Habitual	Premature Birth	0.76037
Abortion, Habitual	Fetal Growth Retardation	0.726595
Helicobacter Infections	Stomach Ulcer	0.804686
Helicobacter Infections	Stomach Neoplasms	0.773807
Helicobacter Infections	Duodenal Ulcer	0.920974
Hypertension, Portal	Gastrointestinal Hemorrhage	0.855358
Hypertension, Portal	Peptic Ulcer Hemorrhage	0.866443
Drug-Induced Liver Injury	Gallbladder Neoplasms	0.797335
Drug-Induced Liver Injury	Hepatomegaly	0.71079
Drug-Induced Liver Injury	Hepatic Veno-Occlusive Disease	0.859308
Drug-Induced Liver Injury	Cholangitis, Sclerosing	0.762168
Drug-Induced Liver Injury	Jaundice, Chronic Idiopathic	0.951934
Drug-Induced Liver Injury	Hyperbilirubinemia	0.888677
Drug-Induced Liver Injury	Spherocytosis, Hereditary	0.898812
Drug-Induced Liver Injury	Hepatitis	0.964086
Drug-Induced Liver Injury	Liver Failure, Acute	0.765854
Drug-Induced Liver Injury	Hepatitis B, Chronic	0.823704
Drug-Induced Liver Injury	Liver Failure	0.772724
Muscular Atrophy, Spinal	Spinal Muscular Atrophies of Childhood	0.867434
Muscular Atrophy, Spinal	Muscular Dystrophy, Facioscapulohumeral	0.707427
Muscular Atrophy, Spinal	Myositis, Inclusion Body	0.725481
Muscular Atrophy, Spinal	Bulbo-Spinal Atrophy, X-Linked	0.725471
Osteoporosis	Spondylitis, Ankylosing	0.773968
Osteoporosis	Back Pain	0.73983
Osteoporosis	Osteoporosis, Postmenopausal	0.872983
Osteoporosis	Fractures, Compression	0.804043
Osteoporosis	Spinal Diseases	0.713289
Colonic Neoplasms	Neoplasms, Experimental	0.70602
Colonic Neoplasms	Carcinoma, Lewis Lung	0.721253
Colonic Neoplasms	Gastrointestinal Neoplasms	0.862104
Colonic Neoplasms	Adenocarcinoma	0.885669
Colonic Neoplasms	Colorectal Neoplasms	0.732564
Liver Neoplasms	Gallbladder Neoplasms	0.811243
Liver Neoplasms	Bile Duct Neoplasms	0.709034
Liver Neoplasms	Liver Diseases	0.705561
Liver Neoplasms	Pancreatic Neoplasms	0.861156
Liver Neoplasms	Pancreatic Diseases	0.837467
Liver Neoplasms	Liver Failure	0.704339
Osteitis Deformans	Osteosclerosis	0.703878
Genetic Diseases, Inborn	Wilms Tumor	0.723715
Genetic Diseases, Inborn	Macrocephaly	0.742955
Genetic Diseases, Inborn	Orofaciodigital Syndromes	0.78504
Genetic Diseases, Inborn	Growth Disorders	0.763229
Genetic Diseases, Inborn	Congenital Abnormalities	0.740553
Genetic Diseases, Inborn	Metabolism, Inborn Errors	0.822548
Genetic Diseases, Inborn	Polydactyly	0.802938
Genetic Diseases, Inborn	Hand Deformities, Congenital	0.820658
Genetic Diseases, Inborn	Ectodermal Dysplasia	0.793269
Genetic Diseases, Inborn	Chromosome Breakage	0.801586
Genetic Diseases, Inborn	Cri-du-Chat Syndrome	0.746055
Genetic Diseases, Inborn	Exostoses, Multiple Hereditary	0.76718
Genetic Diseases, Inborn	Cryptorchidism	0.739367
Genetic Diseases, Inborn	Foot Deformities, Congenital	0.781195
Malabsorption Syndromes	Lactose Intolerance	0.815039
Malabsorption Syndromes	AIDS-Related Opportunistic Infections	0.779801
Malabsorption Syndromes	Crohn Disease	0.712251
Malabsorption Syndromes	Celiac Disease	0.906882
Maple Syrup Urine Disease	Orofaciodigital Syndromes	0.786336
Maple Syrup Urine Disease	Hypertelorism	0.710455
Hematuria	Hypertension, Pregnancy-Induced	0.726792
Hematuria	Polycystic Kidney Diseases	0.726288
Microphthalmos	Coloboma	0.767796
Microphthalmos	Chromosome Disorders	0.704224
Microphthalmos	Corneal Opacity	0.861554
Microphthalmos	Craniosynostoses	0.761683
Microphthalmos	Xeroderma Pigmentosum	0.706568
Microphthalmos	Hand Deformities, Congenital	0.731035
Microphthalmos	Anophthalmos	0.810566
Microphthalmos	Eye Abnormalities	0.891361
Amenorrhea	Infertility, Female	0.788879
Amenorrhea	Polycystic Ovary Syndrome	0.712089
Liver Failure	Liver Failure, Acute	0.733737
Hyperalgesia	Sciatic Neuropathy	0.980221
Adenoma	Pituitary Neoplasms	0.73105
Hearing Loss, Sensorineural	Cogan Syndrome	0.884046
Thrombocytopenia	Bernard-Soulier Syndrome	0.77541
Thrombocytopenia	Blood Platelet Disorders	0.798703
Thrombocytopenia	Autoimmune Lymphoproliferative Syndrome	0.752727
Angioedema	Hereditary Angioedema Type III	0.705517
Angioedema	Angioedemas, Hereditary	0.745943
Hypotrichosis	Keratoderma, Palmoplantar	0.777003
Hypergammaglobulinemia	Immunologic Deficiency Syndromes	0.940378
Hypergammaglobulinemia	Lymphoproliferative Disorders	0.850618
Hypergammaglobulinemia	Job's Syndrome	0.986492
Hypergammaglobulinemia	Familial Mediterranean Fever	0.741975
Hypergammaglobulinemia	Lymphopenia	0.912932
Meningioma	Pituitary Neoplasms	0.729785
Meningioma	Intracranial Aneurysm	0.729377
Meningioma	Brain Neoplasms	0.795463
Myopia	Refractive Errors	0.924098
Myopia	Anisometropia	0.776505
Myopia	Corneal Opacity	0.754766
Myopia	Hyperopia	0.879148
Myopia	Hemangioma, Capillary	0.750991
Myopia	Ectopia Lentis	0.726255
